Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
RHO GTPase Cycle R-HSA-9012999	8/237	0.003990650694490595	0.07034752699098364	0	0	3.3433761401514173	18.468144399646576	SYDE2;TIAM2;FARP2;GOLGA3;ANKLE2;PLEKHG1;ARHGEF25;ESYT1
Potential Therapeutics For SARS R-HSA-9679191	4/61	0.00408048300411738	0.07034752699098364	0	0	6.630564851434945	36.47831718393203	IFNGR1;STAT2;PDCD1;NFE2L2
Citric Acid Cycle (TCA Cycle) R-HSA-71403	2/10	0.004820421659777782	0.0769482124208972	0	0	23.42142857142857	124.95083579349352	NNT;LDHD
Vitamin D (Calciferol) Metabolism R-HSA-196791	2/10	0.004820421659777782	0.0769482124208972	0	0	23.42142857142857	124.95083579349352	CUBN;CYP27B1
Signaling By ERBB2 ECD Mutants R-HSA-9665348	2/11	0.0058504504315548276	0.09005514771429038	0	0	20.817777777777778	107.02912153839624	EGF;ERBB2
Signaling By Non-Receptor Tyrosine Kinases R-HSA-9006927	3/37	0.007120528464468961	0.10582578510986629	0	0	8.300709939148073	41.04512915849911	ERBB3;EGF;ERBB2
Regulation Of TP53 Activity Thru Phosphorylation R-HSA-6804756	3/43	0.010795051197227531	0.15508890220016888	0	0	7.05301724137931	31.940769762936323	PDZD2;CSNK2A2;TOPBP1
Signaling By Rho GTPases R-HSA-194315	9/343	0.011528385597218029	0.16028174814196677	0	0	2.577363130881095	11.50262467149451	SYDE2;TIAM2;FARP2;GOLGA3;ANKLE2;PLEKHG1;PDZD2;ARHGEF25;ESYT1
Immune System R-HSA-168256	21/1165	0.012732329495461972	0.1679161300456983	0	0	1.7955385960193653	7.835031772047396	GBP6;GBP7;TMEM63A;PTPRN2;IFNGR1;STAT2;NLRC5;KLHL22;TNFAIP3;TNFRSF11A;PJA2;IL17RA;PDZD2;OAS1;GNLY;IL2RA;LONP1;TNFRSF8;PDCD1;CD33;GBP4
Olfactory Signaling Pathway R-HSA-381753	5/130	0.012856687451294766	0.1679161300456983	0	0	3.7855813953488373	16.482009443798404	OR7G1;OR10A7;OR6C70;OR6C68;CNGB1
Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542	9/352	0.01346500406965549	0.17068872805945637	0	0	2.5083298625572676	10.805035352357445	SYDE2;TIAM2;FARP2;GOLGA3;ANKLE2;PLEKHG1;PDZD2;ARHGEF25;ESYT1
DDX58/IFIH1-mediated Induction Of Interferon-Alpha/Beta R-HSA-168928	3/48	0.014555326861035072	0.17923845363160332	0	0	6.267432950191571	26.50997689386385	PDZD2;NLRC5;TNFAIP3
Citric Acid (TCA) Cycle And Respiratory Electron Transport R-HSA-1428517	4/90	0.015756140872466403	0.18863601988980608	0	0	4.386879956983465	18.207855341596183	NNT;LDHD;ACAD9;D2HGDH
Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530	3/52	0.018032781974354324	0.20644763279943149	0	0	5.754398311048558	23.107154450343575	ERBB3;EGF;ERBB2
Metabolism Of Steroids R-HSA-8957322	4/94	0.018201879457954515	0.20644763279943149	0	0	4.190879897238279	16.789630544756253	HELZ2;CUBN;CYP27B1;OSBPL3
Cytosolic tRNA Aminoacylation R-HSA-379716	2/20	0.01897947337465255	0.2097475134480833	0	0	10.403174603174604	41.24231660620099	EPRS1;LARS1
Sensory Perception R-HSA-9709957	7/255	0.019817497453960966	0.21353353506642941	0	0	2.6822817836812143	10.51773656563155	OR7G1;OR10A7;OR6C70;SCN9A;OR6C68;TAS1R2;CNGB1
Vitamins R-HSA-211916	1/2	0.021237541472873295	0.22291039124695688	0	0	93.19318181818181	358.97872347789695	CYP27B1
Sensory Perception Of Sweet, Bitter, And Umami (Glutamate) Taste R-HSA-9717207	2/22	0.022756513259550123	0.22291039124695688	0	0	9.361714285714285	35.4144652708887	SCN9A;TAS1R2
Sialic Acid Metabolism R-HSA-4085001	2/22	0.022756513259550123	0.22291039124695688	0	0	9.361714285714285	35.4144652708887	NEU4;ST8SIA1
Interaction Between L1 And Ankyrins R-HSA-445095	2/22	0.022756513259550123	0.22291039124695688	0	0	9.361714285714285	35.4144652708887	SCN9A;SPTB
Metabolism Of Amino Acids And Derivatives R-HSA-71291	6/210	0.025352088889387017	0.23621302094235963	0	0	2.786205710354317	10.239011066768732	DMGDH;BHMT;EPRS1;LARS1;LDHD;PRODH
RAF/MAP Kinase Cascade R-HSA-5673001	5/155	0.02542820998907897	0.23621302094235963	0	0	3.149806201550388	11.565761081271157	ERBB3;EGF;IL2RA;ERBB2;SPTB
Diseases Of Metabolism R-HSA-5668914	5/156	0.02605113186435907	0.23621302094235963	0	0	3.1287540428153395	11.412737543558602	CUBN;CYP27B1;OMD;POMT1;THSD7A
Heme Signaling R-HSA-9707616	2/24	0.026814928809349582	0.23621302094235963	0	0	8.509610389610389	30.794548306474745	HELZ2;NFE2L2
MAPK1/MAPK3 Signaling R-HSA-5684996	5/158	0.027326111039036673	0.23621302094235963	0	0	3.0874753001975983	11.114641190849063	ERBB3;EGF;IL2RA;ERBB2;SPTB
L1CAM Interactions R-HSA-373760	3/61	0.027402902661526642	0.23621302094235963	0	0	4.858799048751487	17.47761683704043	SCN9A;CSNK2A2;SPTB
PI5P Regulates TP53 Acetylation R-HSA-6811555	1/3	0.03168755614943728	0.2529136426001383	0	0	46.59375	160.83376117050025	PDZD2
Regulation Of HMOX1 Expression And Activity R-HSA-9707587	1/3	0.03168755614943728	0.2529136426001383	0	0	46.59375	160.83376117050025	NFE2L2
WNT Mediated Activation Of DVL R-HSA-201688	1/3	0.03168755614943728	0.2529136426001383	0	0	46.59375	160.83376117050025	CSNK2A2
Linoleic Acid (LA) Metabolism R-HSA-2046105	1/3	0.03168755614943728	0.2529136426001383	0	0	46.59375	160.83376117050025	MUSK
Sensory Perception Of Taste R-HSA-9717189	2/27	0.033400691941053814	0.2580818009406428	0	0	7.487085714285715	25.449942003680057	SCN9A;TAS1R2
PI3K/AKT Signaling In Cancer R-HSA-2219528	3/66	0.03353267019182366	0.2580818009406428	0	0	4.471811713191023	15.182852025591854	ERBB3;EGF;ERBB2
Disease R-HSA-1643685	17/988	0.035363802285083186	0.2673999786819448	0	0	1.6886199794026777	5.6434802919286415	CUBN;IFNGR1;EGF;STAT2;OMD;POMT1;USH2A;IL17RA;CYP27B1;ERBB3;CHMP1A;ERBB2;LONP1;THSD7A;TOPBP1;PDCD1;NFE2L2
PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558	3/71	0.0403135266926614	0.2854152680020695	0	0	4.141734279918864	13.299391307044043	ERBB3;EGF;ERBB2
Collagen Degradation R-HSA-1442490	2/30	0.04054548982075642	0.2854152680020695	0	0	6.683673469387755	21.423383958991007	MMP15;COL9A2
DNA Replication Initiation R-HSA-68952	1/4	0.04202662880494237	0.2854152680020695	0	0	31.060606060606062	98.44509510605089	POLE
HDL Clearance R-HSA-8964011	1/4	0.04202662880494237	0.2854152680020695	0	0	31.060606060606062	98.44509510605089	CUBN
Uptake Of Dietary Cobalamins Into Enterocytes R-HSA-9758881	1/4	0.04202662880494237	0.2854152680020695	0	0	31.060606060606062	98.44509510605089	CUBN
LDL Remodeling R-HSA-8964041	1/4	0.04202662880494237	0.2854152680020695	0	0	31.060606060606062	98.44509510605089	APOF
Cargo Trafficking To Periciliary Membrane R-HSA-5620920	2/31	0.04304406593998728	0.2854152680020695	0	0	6.452807881773399	20.29750657565209	BBS2;CNGB1
Cytoprotection By HMOX1 R-HSA-9707564	2/31	0.04304406593998728	0.2854152680020695	0	0	6.452807881773399	20.29750657565209	HELZ2;NFE2L2
Expression And Translocation Of Olfactory Receptors R-HSA-9752946	4/125	0.04502331117476001	0.28874749981535663	0	0	3.111259733435246	9.646693828268138	OR7G1;OR10A7;OR6C70;OR6C68
HDR Thru Homologous Recombination (HRR) R-HSA-5685942	2/32	0.04559862590552926	0.28874749981535663	0	0	6.237333333333333	19.260122486050772	TOPBP1;POLE
Negative Regulation Of PI3K/AKT Network R-HSA-199418	3/75	0.04619839527897322	0.28874749981535663	0	0	3.9106800766283527	12.024599050025815	ERBB3;EGF;ERBB2
MAPK Family Signaling Cascades R-HSA-5683057	5/184	0.04755709397559689	0.28874749981535663	0	0	2.634792776406392	8.025115893631147	ERBB3;EGF;IL2RA;ERBB2;SPTB
tRNA Aminoacylation R-HSA-379724	2/34	0.050869861544032294	0.28874749981535663	0	0	5.846785714285715	17.414561454549812	EPRS1;LARS1
PPARA Activates Gene Expression R-HSA-1989781	3/78	0.05087499285880516	0.28874749981535663	0	0	3.7535632183908048	11.179551790294747	TIAM2;HELZ2;MUSK
Regulation Of Lipid Metabolism By PPARalpha R-HSA-400206	3/78	0.05087499285880516	0.28874749981535663	0	0	3.7535632183908048	11.179551790294747	TIAM2;HELZ2;MUSK
OAS Antiviral Response R-HSA-8983711	1/5	0.0522559280408302	0.28874749981535663	0	0	23.29403409090909	68.75471619558719	OAS1
Defects In Cobalamin (B12) Metabolism R-HSA-3296469	1/5	0.0522559280408302	0.28874749981535663	0	0	23.29403409090909	68.75471619558719	CUBN
STAT5 Activation Downstream Of FLT3 ITD Mutants R-HSA-9702518	1/5	0.0522559280408302	0.28874749981535663	0	0	23.29403409090909	68.75471619558719	LONP1
GLI Proteins Bind Promoters Of Hh Responsive Genes To Promote Transcription R-HSA-5635851	1/5	0.0522559280408302	0.28874749981535663	0	0	23.29403409090909	68.75471619558719	GLI1
Interleukin-2 Signaling R-HSA-9020558	1/5	0.0522559280408302	0.28874749981535663	0	0	23.29403409090909	68.75471619558719	IL2RA
Lysine Catabolism R-HSA-71064	1/5	0.0522559280408302	0.28874749981535663	0	0	23.29403409090909	68.75471619558719	LDHD
Regulation Of TP53 Activity R-HSA-5633007	3/80	0.05411566604856586	0.29523863375863146	0	0	3.655620241827138	10.662097366090896	PDZD2;CSNK2A2;TOPBP1
Gene Expression (Transcription) R-HSA-74160	14/817	0.05497965938260379	0.2962029149237779	0	0	1.6685894154589003	4.840230813566012	GTF3C5;CSNK2A2;TNFRSF10C;TET1;PDZD2;TAF1B;IL2RA;ERBB2;ZNF74;ZNF778;DROSHA;ZNF613;TOPBP1;ZNF169
ECM Proteoglycans R-HSA-3000178	2/37	0.05916075795139001	0.30720827321745897	0	0	5.34465306122449	15.111989584491747	MUSK;COL9A2
Signaling By ERBB4 R-HSA-1236394	2/37	0.05916075795139001	0.30720827321745897	0	0	5.34465306122449	15.111989584491747	ERBB3;EGF
NCAM Signaling For Neurite Out-Growth R-HSA-375165	2/37	0.05916075795139001	0.30720827321745897	0	0	5.34465306122449	15.111989584491747	COL9A2;SPTB
RUNX1 And FOXP3 Control Development Of Regulatory T Lymphocytes (Tregs) R-HSA-8877330	1/6	0.062376611470835945	0.3126083667898871	0	0	18.634090909090908	51.701494394184536	IL2RA
Synthesis Of Pyrophosphates In Cytosol R-HSA-1855167	1/6	0.062376611470835945	0.3126083667898871	0	0	18.634090909090908	51.701494394184536	IPPK
Inhibition Of Signaling By Overexpressed EGFR R-HSA-5638303	1/6	0.062376611470835945	0.3126083667898871	0	0	18.634090909090908	51.701494394184536	EGF
Nuclear Envelope (NE) Reassembly R-HSA-2995410	2/39	0.06492807849067135	0.3216551934422914	0	0	5.055135135135135	13.823141186775858	ANKLE2;TUBAL3
RHOG GTPase Cycle R-HSA-9013408	2/40	0.06787978688969135	0.3266186463622872	0	0	4.921804511278196	13.239737698407106	ANKLE2;ESYT1
Plasma Lipoprotein Assembly, Remodeling, And Clearance R-HSA-174824	2/41	0.07087514924789429	0.3266186463622872	0	0	4.795311355311355	12.692399902708816	CUBN;APOF
Semaphorin Interactions R-HSA-373755	2/41	0.07087514924789429	0.3266186463622872	0	0	4.795311355311355	12.692399902708816	FARP2;ERBB2
Nucleotide Biosynthesis R-HSA-8956320	1/7	0.07238982509782181	0.3266186463622872	0	0	15.527462121212121	40.77029466928989	DHODH
Condensation Of Prometaphase Chromosomes R-HSA-2514853	1/7	0.07238982509782181	0.3266186463622872	0	0	15.527462121212121	40.77029466928989	CSNK2A2
Constitutive Signaling By Overexpressed ERBB2 R-HSA-9634285	1/7	0.07238982509782181	0.3266186463622872	0	0	15.527462121212121	40.77029466928989	ERBB2
EGFR Interacts With Phospholipase C-gamma R-HSA-212718	1/7	0.07238982509782181	0.3266186463622872	0	0	15.527462121212121	40.77029466928989	EGF
Alpha-Linolenic (Omega3) And Linoleic (Omega6) Acid Metabolism R-HSA-2046104	1/7	0.07238982509782181	0.3266186463622872	0	0	15.527462121212121	40.77029466928989	MUSK
Organelle Biogenesis And Maintenance R-HSA-1852241	4/147	0.07275032494380412	0.3266186463622872	0	0	2.62904725332471	6.890001729641053	HELZ2;BBS2;DYNC2I1;CNGB1
Synthesis Of Substrates In N-glycan Biosythesis R-HSA-446219	2/42	0.0739129094179172	0.32715504746260715	0	0	4.675142857142857	12.17812898904593	NEU4;ST8SIA1
Signal Transduction R-HSA-162582	21/1409	0.07438792262490836	0.32715504746260715	0	0	1.4562319884726225	3.7839630201543972	FARP2;ANKLE2;PLEKHG1;ARHGEF25;EGF;CSNK2A2;TNFAIP3;GLI1;SPTB;SYDE2;TIAM2;GOLGA3;PDZD2;ERBB3;IL2RA;LDHD;ERBB2;TAS1R2;RGS12;COL9A2;ESYT1
RAC2 GTPase Cycle R-HSA-9013404	2/43	0.07699183283408831	0.328424806369664	0	0	4.560836236933798	11.694239198356255	ANKLE2;ESYT1
ATF6 (ATF6-alpha) Activates Chaperone Genes R-HSA-381183	1/8	0.08229670322024062	0.328424806369664	0	0	13.308441558441558	33.23682441396952	ATF6
ATF6 (ATF6-alpha) Activates Chaperones R-HSA-381033	1/8	0.08229670322024062	0.328424806369664	0	0	13.308441558441558	33.23682441396952	ATF6
Activation Of Phototransduction Cascade R-HSA-2485179	1/8	0.08229670322024062	0.328424806369664	0	0	13.308441558441558	33.23682441396952	CNGB1
Receptor Mediated Mitophagy R-HSA-8934903	1/8	0.08229670322024062	0.328424806369664	0	0	13.308441558441558	33.23682441396952	CSNK2A2
Regulation Of Pyruvate Dehydrogenase (PDH) Complex R-HSA-204174	1/8	0.08229670322024062	0.328424806369664	0	0	13.308441558441558	33.23682441396952	LDHD
Defective B4GALT1 Causes B4GALT1-CDG (CDG-2d) R-HSA-3656244	1/8	0.08229670322024062	0.328424806369664	0	0	13.308441558441558	33.23682441396952	OMD
Defective CHST6 Causes MCDC1 R-HSA-3656225	1/8	0.08229670322024062	0.328424806369664	0	0	13.308441558441558	33.23682441396952	OMD
Defective ST3GAL3 Causes MCT12 And EIEE15 R-HSA-3656243	1/8	0.08229670322024062	0.328424806369664	0	0	13.308441558441558	33.23682441396952	OMD
TP53 Regulates Transcription Of Death Receptors And Ligands R-HSA-6803211	1/8	0.08229670322024062	0.328424806369664	0	0	13.308441558441558	33.23682441396952	TNFRSF10C
PIP3 Activates AKT Signaling R-HSA-1257604	4/159	0.09081142027750223	0.33619248119222445	0	0	2.423718068245385	5.814427485095738	ERBB3;EGF;CSNK2A2;ERBB2
Post-chaperonin Tubulin Folding Pathway R-HSA-389977	1/9	0.09209836834258726	0.33619248119222445	0	0	11.644176136363637	27.770172985082045	TUBAL3
SHC1 Events In EGFR Signaling R-HSA-180336	1/9	0.09209836834258726	0.33619248119222445	0	0	11.644176136363637	27.770172985082045	EGF
Signaling By FLT3 ITD And TKD Mutants R-HSA-9703648	1/9	0.09209836834258726	0.33619248119222445	0	0	11.644176136363637	27.770172985082045	LONP1
TFAP2 (AP-2) Family Regulates Transcription Of Growth Factors And Their Receptors R-HSA-8866910	1/9	0.09209836834258726	0.33619248119222445	0	0	11.644176136363637	27.770172985082045	ERBB2
TNFR1-induced Proapoptotic Signaling R-HSA-5357786	1/9	0.09209836834258726	0.33619248119222445	0	0	11.644176136363637	27.770172985082045	TNFAIP3
GRB2 Events In EGFR Signaling R-HSA-179812	1/9	0.09209836834258726	0.33619248119222445	0	0	11.644176136363637	27.770172985082045	EGF
Heme Biosynthesis R-HSA-189451	1/9	0.09209836834258726	0.33619248119222445	0	0	11.644176136363637	27.770172985082045	COX10
Cilium Assembly R-HSA-5617833	3/104	0.1001069397316676	0.33619248119222445	0	0	2.7828610447251623	6.404799963445261	BBS2;DYNC2I1;CNGB1
Diseases Of Glycosylation R-HSA-3781865	3/104	0.1001069397316676	0.33619248119222445	0	0	2.7828610447251623	6.404799963445261	OMD;POMT1;THSD7A
RORA Activates Gene Expression R-HSA-1368082	1/10	0.10179593133678998	0.33619248119222445	0	0	10.349747474747474	23.646949262930388	HELZ2
Cobalamin (Cbl, Vitamin B12) Transport And Metabolism R-HSA-196741	1/10	0.10179593133678998	0.33619248119222445	0	0	10.349747474747474	23.646949262930388	CUBN
Constitutive Signaling By EGFRvIII R-HSA-5637810	1/10	0.10179593133678998	0.33619248119222445	0	0	10.349747474747474	23.646949262930388	EGF
SEMA3A-Plexin Repulsion Signaling By Inhibiting Integrin Adhesion R-HSA-399955	1/10	0.10179593133678998	0.33619248119222445	0	0	10.349747474747474	23.646949262930388	FARP2
Defects In Vitamin And Cofactor Metabolism R-HSA-3296482	1/10	0.10179593133678998	0.33619248119222445	0	0	10.349747474747474	23.646949262930388	CUBN
Sema4D Induced Cell Migration And Growth-Cone Collapse R-HSA-416572	1/10	0.10179593133678998	0.33619248119222445	0	0	10.349747474747474	23.646949262930388	ERBB2
Signal Transduction By L1 R-HSA-445144	1/10	0.10179593133678998	0.33619248119222445	0	0	10.349747474747474	23.646949262930388	CSNK2A2
Signaling By FLT3 Fusion Proteins R-HSA-9703465	1/10	0.10179593133678998	0.33619248119222445	0	0	10.349747474747474	23.646949262930388	LONP1
Initiation Of Nuclear Envelope (NE) Reformation R-HSA-2995383	1/10	0.10179593133678998	0.33619248119222445	0	0	10.349747474747474	23.646949262930388	ANKLE2
Keratan Sulfate Degradation R-HSA-2022857	1/10	0.10179593133678998	0.33619248119222445	0	0	10.349747474747474	23.646949262930388	OMD
Cellular Response To Chemical Stress R-HSA-9711123	3/105	0.10228374959191557	0.33619248119222445	0	0	2.7554090601757943	6.282344971569025	HELZ2;CSNK2A2;NFE2L2
Antiviral Mechanism By IFN-stimulated Genes R-HSA-1169410	2/51	0.1029638225461105	0.33619248119222445	0	0	3.814344023323615	8.67144422266785	PDZD2;OAS1
Biosynthesis Of N-glycan Precursor (Dolichol LLO) And Transfer To Protein R-HSA-446193	2/51	0.1029638225461105	0.33619248119222445	0	0	3.814344023323615	8.67144422266785	NEU4;ST8SIA1
Diseases Associated With O-glycosylation Of Proteins R-HSA-3906995	2/51	0.1029638225461105	0.33619248119222445	0	0	3.814344023323615	8.67144422266785	POMT1;THSD7A
SARS-CoV Infections R-HSA-9679506	5/234	0.10604979164890103	0.33956755457589316	0	0	2.0531634000203107	4.606983637639048	IFNGR1;STAT2;PDCD1;NFE2L2;IL17RA
Protein Folding R-HSA-391251	2/52	0.10636106697852801	0.33956755457589316	0	0	3.7378285714285715	8.376158658202714	TUBAL3;CSNK2A2
Chaperonin-mediated Protein Folding R-HSA-390466	2/52	0.10636106697852801	0.33956755457589316	0	0	3.7378285714285715	8.376158658202714	TUBAL3;CSNK2A2
PCNA-Dependent Long Patch Base Excision Repair R-HSA-5651801	1/11	0.11139049144441808	0.34539066052190065	0	0	9.314204545454546	20.44200868991772	POLE
Regulation Of IFNG Signaling R-HSA-877312	1/11	0.11139049144441808	0.34539066052190065	0	0	9.314204545454546	20.44200868991772	IFNGR1
Regulation Of NF-kappa B Signaling R-HSA-9758274	1/11	0.11139049144441808	0.34539066052190065	0	0	9.314204545454546	20.44200868991772	NLRC5
Synthesis Of Glycosylphosphatidylinositol (GPI) R-HSA-162710	1/11	0.11139049144441808	0.34539066052190065	0	0	9.314204545454546	20.44200868991772	PIGM
HCMV Infection R-HSA-9609646	2/54	0.11324435017395283	0.3486308208926691	0	0	3.593626373626374	7.827663574070727	CHMP1A;USH2A
Interferon Alpha/Beta Signaling R-HSA-909733	2/55	0.11672837289712933	0.35680800509689886	0	0	3.5256064690026956	7.572670027807418	OAS1;STAT2
Epigenetic Regulation Of Gene Expression R-HSA-212165	2/56	0.12023933557065464	0.3568536424518163	0	0	3.46010582010582	7.329442021233798	TAF1B;TET1
Branched-chain Amino Acid Catabolism R-HSA-70895	1/12	0.12088313642219299	0.3568536424518163	0	0	8.46694214876033	17.89006466644295	LDHD
Constitutive Signaling By Ligand-Responsive EGFR Cancer Variants R-HSA-1236382	1/12	0.12088313642219299	0.3568536424518163	0	0	8.46694214876033	17.89006466644295	EGF
TNF Receptor Superfamily (TNFSF) Members Mediating Non-Canonical NF-kB Pathway R-HSA-5676594	1/12	0.12088313642219299	0.3568536424518163	0	0	8.46694214876033	17.89006466644295	TNFRSF11A
Interleukin Receptor SHC Signaling R-HSA-912526	1/12	0.12088313642219299	0.3568536424518163	0	0	8.46694214876033	17.89006466644295	IL2RA
TNFR2 Non-Canonical NF-kB Pathway R-HSA-5668541	2/57	0.12377627456614466	0.3617203785329314	0	0	3.396987012987013	7.097255600926026	TNFRSF8;TNFRSF11A
HDR Thru Homologous Recombination (HRR) Or Single Strand Annealing (SSA) R-HSA-5693567	2/58	0.12733824359886484	0.3617203785329314	0	0	3.3361224489795918	6.875442770165044	TOPBP1;POLE
Axon Guidance R-HSA-422475	6/321	0.12979794610765036	0.3617203785329314	0	0	1.7920356446672236	3.658935905085512	FARP2;SCN9A;CSNK2A2;ERBB2;COL9A2;SPTB
BBSome-mediated Cargo-Targeting To Cilium R-HSA-5620922	1/13	0.13027494264650064	0.3617203785329314	0	0	7.760890151515151	15.817533224096312	BBS2
Regulation Of TP53 Activity Thru Acetylation R-HSA-6804758	1/13	0.13027494264650064	0.3617203785329314	0	0	7.760890151515151	15.817533224096312	PDZD2
Resolution Of AP Sites Via Multiple-Nucleotide Patch Replacement Pathway R-HSA-110373	1/13	0.13027494264650064	0.3617203785329314	0	0	7.760890151515151	15.817533224096312	POLE
Sema4D In Semaphorin Signaling R-HSA-400685	1/13	0.13027494264650064	0.3617203785329314	0	0	7.760890151515151	15.817533224096312	ERBB2
Synthesis Of Very Long-Chain Fatty acyl-CoAs R-HSA-75876	1/13	0.13027494264650064	0.3617203785329314	0	0	7.760890151515151	15.817533224096312	ACSF3
GAB1 Signalosome R-HSA-180292	1/13	0.13027494264650064	0.3617203785329314	0	0	7.760890151515151	15.817533224096312	EGF
KEAP1-NFE2L2 Pathway R-HSA-9755511	2/59	0.13092431334370602	0.3617203785329314	0	0	3.277393483709273	6.663386296026293	CSNK2A2;NFE2L2
Homology Directed Repair R-HSA-5693538	2/60	0.13453357132944704	0.3690390570851884	0	0	3.220689655172414	6.460515070533914	TOPBP1;POLE
Intracellular Signaling By Second Messengers R-HSA-9006925	4/185	0.13636404342872607	0.3690390570851884	0	0	2.0722383674512184	4.128784045817517	ERBB3;EGF;CSNK2A2;ERBB2
PD-1 Signaling R-HSA-389948	1/14	0.1395669751853497	0.3690390570851884	0	0	7.163461538461538	14.106364996538513	PDCD1
