Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Negative Regulation Of Cell Population Proliferation (GO:0008285)	8/251	0.005612247183684002	0.18051830566569907	0	0	3.148026395889644	16.315604023857794	MINAR1;CYP27B1;MYOCD;MYO1C;TNFRSF8;TNFAIP3;CD33;MYO16
Positive Regulation Of Wnt Signaling Pathway (GO:0030177)	4/67	0.005704739620227443	0.18051830566569907	0	0	5.9968804477474995	30.982630588519406	EGF;LRRK1;GSKIP;TNFAIP3
N-glycan Processing (GO:0006491)	2/11	0.0058504504315548276	0.18051830566569907	0	0	20.817777777777778	107.02912153839624	GNPTAB;ST8SIA1
Cell Surface Toll-Like Receptor Signaling Pathway (GO:0140895)	2/11	0.0058504504315548276	0.18051830566569907	0	0	20.817777777777778	107.02912153839624	MYO1C;OAS1
Tyrosine Metabolic Process (GO:0006570)	2/11	0.0058504504315548276	0.18051830566569907	0	0	20.817777777777778	107.02912153839624	THAP4;FANCA
Regulation Of Cell Junction Assembly (GO:1901888)	2/11	0.0058504504315548276	0.18051830566569907	0	0	20.817777777777778	107.02912153839624	SETD5;MYO1C
Regulation Of Small GTPase Mediated Signal Transduction (GO:0051056)	4/68	0.00601171045695205	0.18051830566569907	0	0	5.902817919075145	30.18728218540189	SYDE2;TIAM2;PLEKHG1;ARHGEF25
Phosphatidylinositol-Mediated Signaling (GO:0048015)	3/36	0.0065942455580143364	0.18380996751342354	0	0	8.552769070010449	42.94822505114679	ERBB3;ERBB2;MYO16
Negative Regulation Of Cytokine-Mediated Signaling Pathway (GO:0001960)	3/36	0.0065942455580143364	0.18380996751342354	0	0	8.552769070010449	42.94822505114679	OAS1;STAT2;NLRC5
Negative Regulation Of Interleukin-1 Beta Production (GO:0032691)	2/12	0.006971515881637711	0.18380996751342354	0	0	18.73485714285714	93.03585032958127	TNFAIP3;CD33
Toll-Like Receptor 4 Signaling Pathway (GO:0034142)	2/12	0.006971515881637711	0.18380996751342354	0	0	18.73485714285714	93.03585032958127	MYO1C;OAS1
Positive Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress (GO:0036003)	2/12	0.006971515881637711	0.18380996751342354	0	0	18.73485714285714	93.03585032958127	ATF6;NFE2L2
Response To Molecule Of Bacterial Origin (GO:0002237)	3/38	0.007671033050160694	0.1938704239070745	0	0	8.063054187192119	39.26952494365954	CYP27B1;TNFAIP3;TNFRSF11A
Positive Regulation Of Macromolecule Biosynthetic Process (GO:0010557)	4/73	0.007711774493990938	0.1938704239070745	0	0	5.473402027310044	26.62813897430305	EGF;ERBB2;NLRC5;PASK
Positive Regulation Of TORC1 Signaling (GO:1904263)	2/13	0.008181579315139619	0.19653971643702062	0	0	17.03064935064935	81.84708810093149	LARS1;KLHL22
Regulation Of Amyloid-Beta Clearance (GO:1900221)	2/13	0.008181579315139619	0.19653971643702062	0	0	17.03064935064935	81.84708810093149	MYOCD;IFNGR1
Positive Regulation Of DNA Replication (GO:0045740)	2/14	0.009478634758885395	0.20911028927255332	0	0	15.61047619047619	72.72475936501094	EGF;GLI1
Ganglioside Metabolic Process (GO:0001573)	2/14	0.009478634758885395	0.20911028927255332	0	0	15.61047619047619	72.72475936501094	NEU4;B4GALNT1
Positive Regulation Of Transcription By RNA Polymerase I (GO:0045943)	2/14	0.009478634758885395	0.20911028927255332	0	0	15.61047619047619	72.72475936501094	IPPK;ERBB2
Monocarboxylic Acid Catabolic Process (GO:0072329)	2/14	0.009478634758885395	0.20911028927255332	0	0	15.61047619047619	72.72475936501094	LDHD;FANCA
Protein Deubiquitination Involved In Ubiquitin-Dependent Protein Catabolic Process (GO:0071947)	1/1	0.010675407752728554	0.21490730937654048	0	0	Infinity	Infinity	TNFAIP3
Regulation Of Chromosome Segregation (GO:0051983)	2/15	0.010860708500764827	0.21490730937654048	0	0	14.40879120879121	65.16525282421973	NCAPG2;CSNK2A2
Glycosphingolipid Biosynthetic Process (GO:0006688)	2/15	0.010860708500764827	0.21490730937654048	0	0	14.40879120879121	65.16525282421973	ST8SIA1;B4GALNT1
Positive Regulation Of Protein Targeting To Membrane (GO:0090314)	2/15	0.010860708500764827	0.21490730937654048	0	0	14.40879120879121	65.16525282421973	MYO1C;ERBB2
Cellular Response To Reactive Oxygen Species (GO:0034614)	3/44	0.01149556464328984	0.21490730937654048	0	0	6.880571909167368	30.727216756784948	ERCC6L2;TNFAIP3;NFE2L2
Regulation Of Signal Transduction (GO:0009966)	5/127	0.011711621316654338	0.21490730937654048	0	0	3.87938429279451	17.25229562539714	ERBB3;LRIT3;GSKIP;RGS12;GLI1
Negative Regulation Of Interleukin-1 Production (GO:0032692)	2/16	0.01232585863214201	0.21490730937654048	0	0	13.37877551020408	58.813844957355094	TNFAIP3;CD33
Alpha-Amino Acid Catabolic Process (GO:1901606)	2/16	0.01232585863214201	0.21490730937654048	0	0	13.37877551020408	58.813844957355094	FANCA;PRODH
Neuromuscular Junction Development (GO:0007528)	2/16	0.01232585863214201	0.21490730937654048	0	0	13.37877551020408	58.813844957355094	UNC13C;MUSK
Cellular Response To Amino Acid Stimulus (GO:0071230)	2/16	0.01232585863214201	0.21490730937654048	0	0	13.37877551020408	58.813844957355094	LARS1;KLHL22
Detection Of Chemical Stimulus Involved In Sensory Perception Of Taste (GO:0050912)	2/16	0.01232585863214201	0.21490730937654048	0	0	13.37877551020408	58.813844957355094	RTP5;TAS1R2
Sister Chromatid Segregation (GO:0000819)	2/16	0.01232585863214201	0.21490730937654048	0	0	13.37877551020408	58.813844957355094	NCAPG2;KLHL22
Regulation Of Bone Resorption (GO:0045124)	2/16	0.01232585863214201	0.21490730937654048	0	0	13.37877551020408	58.813844957355094	TNFAIP3;TNFRSF11A
Monocarboxylic Acid Biosynthetic Process (GO:0072330)	3/46	0.012973640819169538	0.222611201992417	0	0	6.559743384121893	28.501006642799332	SDS;OSBPL3;ACSF3
Negative Regulation Of Endothelial Cell Apoptotic Process (GO:2000352)	2/17	0.013872174613453985	0.2307049347252886	0	0	12.486095238095238	53.41389562676611	TNFAIP3;NFE2L2
Positive Regulation Of Dephosphorylation (GO:0035306)	2/17	0.013872174613453985	0.2307049347252886	0	0	12.486095238095238	53.41389562676611	ANKLE2;PPP1R7
Positive Regulation Of Tumor Necrosis Factor Production (GO:0032760)	3/48	0.014555326861035072	0.23268189916219306	0	0	6.267432950191571	26.50997689386385	OAS1;IFNGR1;TNFRSF8
Negative Regulation Of Immune Response (GO:0050777)	3/49	0.015385301930844975	0.23268189916219306	0	0	6.130809595202399	25.592099943997518	MYO1C;TNFAIP3;PDCD1
Positive Regulation Of Amide Metabolic Process (GO:0034250)	3/49	0.015385301930844975	0.23268189916219306	0	0	6.130809595202399	25.592099943997518	IFNGR1;ERBB2;PASK
Positive Regulation Of Canonical Wnt Signaling Pathway (GO:0090263)	3/49	0.015385301930844975	0.23268189916219306	0	0	6.130809595202399	25.592099943997518	EGF;LRRK1;GSKIP
Osteoclast Differentiation (GO:0030316)	2/18	0.015497776817463367	0.23268189916219306	0	0	11.705	48.775422042246426	FARP2;TNFRSF11A
Regulation Of Protein Targeting To Membrane (GO:0090313)	2/18	0.015497776817463367	0.23268189916219306	0	0	11.705	48.775422042246426	MYO1C;ERBB2
tRNA Aminoacylation (GO:0043039)	2/18	0.015497776817463367	0.23268189916219306	0	0	11.705	48.775422042246426	EPRS1;LARS1
Positive Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014068)	3/50	0.016241487429171284	0.24037726898781892	0	0	6.0	24.721118147859265	MUSK;ERBB3;EGF
Visual Perception (GO:0007601)	3/51	0.01712395945885261	0.24037726898781892	0	0	5.874640804597701	23.893789419889202	BBS2;ATF6;CNGB1
Positive Regulation Of Tumor Necrosis Factor Superfamily Cytokine Production (GO:1903557)	3/51	0.01712395945885261	0.24037726898781892	0	0	5.874640804597701	23.893789419889202	OAS1;IFNGR1;TNFRSF8
Regulation Of Centrosome Duplication (GO:0010824)	2/19	0.01720081610100628	0.24037726898781892	0	0	11.01579831932773	44.75496832136404	CEP295NL;CHMP1A
Receptor Signaling Pathway Via STAT (GO:0097696)	2/19	0.01720081610100628	0.24037726898781892	0	0	11.01579831932773	44.75496832136404	MYO1C;STAT2
Ubiquitin-Dependent Protein Catabolic Process (GO:0006511)	6/194	0.017969804162699023	0.24037726898781892	0	0	3.026315789473684	12.162952230785216	ZNRF4;CHMP1A;KLHL22;TNFAIP3;PJA2;NFE2L2
Wound Healing (GO:0042060)	3/52	0.018032781974354324	0.24037726898781892	0	0	5.754398311048558	23.107154450343575	ERBB3;CHMP1A;ERBB2
Negative Regulation Of Transport (GO:0051051)	2/20	0.01897947337465255	0.24037726898781892	0	0	10.403174603174604	41.24231660620099	ERBB3;EGF
Regulation Of Response To Biotic Stimulus (GO:0002831)	2/20	0.01897947337465255	0.24037726898781892	0	0	10.403174603174604	41.24231660620099	ZMPSTE24;NFE2L2
Glycosphingolipid Metabolic Process (GO:0006687)	2/20	0.01897947337465255	0.24037726898781892	0	0	10.403174603174604	41.24231660620099	ST8SIA1;B4GALNT1
Negative Regulation Of Type I Interferon Production (GO:0032480)	2/21	0.0208319591778365	0.24037726898781892	0	0	9.855037593984962	38.15148155080461	GBP7;KLHL22
Regulation Of Protein Dephosphorylation (GO:0035304)	2/21	0.0208319591778365	0.24037726898781892	0	0	9.855037593984962	38.15148155080461	ANKLE2;PPP1R7
Positive Regulation Of Protein Dephosphorylation (GO:0035307)	2/21	0.0208319591778365	0.24037726898781892	0	0	9.855037593984962	38.15148155080461	ANKLE2;PPP1R7
Receptor Signaling Pathway Via JAK-STAT (GO:0007259)	2/21	0.0208319591778365	0.24037726898781892	0	0	9.855037593984962	38.15148155080461	MYO1C;STAT2
Regulation Of Glucagon Secretion (GO:0070092)	1/2	0.021237541472873295	0.24037726898781892	0	0	93.19318181818181	358.97872347789695	PASK
Regulation Of Hyaluronan Biosynthetic Process (GO:1900125)	1/2	0.021237541472873295	0.24037726898781892	0	0	93.19318181818181	358.97872347789695	EGF
Nucleotide-Binding Domain, Leucine Rich Repeat Containing Receptor Signaling Pathway (GO:0035872)	1/2	0.021237541472873295	0.24037726898781892	0	0	93.19318181818181	358.97872347789695	TNFAIP3
Transcription Initiation At RNA Polymerase I Promoter (GO:0006361)	1/2	0.021237541472873295	0.24037726898781892	0	0	93.19318181818181	358.97872347789695	TAF1B
Positive Regulation Of Toll-Like Receptor 2 Signaling Pathway (GO:0034137)	1/2	0.021237541472873295	0.24037726898781892	0	0	93.19318181818181	358.97872347789695	PJA2
Isoleucine Metabolic Process (GO:0006549)	1/2	0.021237541472873295	0.24037726898781892	0	0	93.19318181818181	358.97872347789695	SDS
Regulation Of Innate Immune Response (GO:0045088)	3/56	0.021932448754678306	0.24037726898781892	0	0	5.318802862719584	20.316699670989077	MYO1C;TNFAIP3;NFE2L2
Mitotic Sister Chromatid Segregation (GO:0000070)	3/56	0.021932448754678306	0.24037726898781892	0	0	5.318802862719584	20.316699670989077	NCAPG2;CHMP1A;KLHL22
Cellular Response To Hydrogen Peroxide (GO:0070301)	2/22	0.022756513259550123	0.24037726898781892	0	0	9.361714285714285	35.4144652708887	TNFAIP3;NFE2L2
Positive Regulation Of TOR Signaling (GO:0032008)	2/22	0.022756513259550123	0.24037726898781892	0	0	9.361714285714285	35.4144652708887	LARS1;KLHL22
Smoothened Signaling Pathway (GO:0007224)	2/22	0.022756513259550123	0.24037726898781892	0	0	9.361714285714285	35.4144652708887	GLI1;DISP1
Mitotic Nuclear Division (GO:0140014)	2/23	0.024751404161327033	0.24037726898781892	0	0	8.915374149659863	32.97683724225638	NCAPG2;KLHL22
Negative Regulation Of Intracellular Signal Transduction (GO:1902532)	5/154	0.024814941504322403	0.24037726898781892	0	0	3.1711409395973154	11.721517832951399	MINAR1;MYO1C;RTKN2;WWC2;TNFAIP3
Positive Regulation Of MAP Kinase Activity (GO:0043406)	3/59	0.025135321194240893	0.24037726898781892	0	0	5.032943349753695	18.53875222536138	EGF;ERBB2;TNFRSF11A
Epidermal Growth Factor Receptor Signaling Pathway (GO:0007173)	2/24	0.026814928809349582	0.24037726898781892	0	0	8.509610389610389	30.794548306474745	EGF;ERBB2
Defense Response To Symbiont (GO:0140546)	4/106	0.026900112820447065	0.24037726898781892	0	0	3.6951150402357475	13.360149572101156	GBP7;OAS1;STAT2;NLRC5
Regulation Of Phosphatidylinositol 3-Kinase Signaling (GO:0014066)	3/62	0.02857629923634856	0.24037726898781892	0	0	4.776154295733489	16.980076779451423	MUSK;ERBB3;EGF
Negative Regulation Of Epithelial Cell Apoptotic Process (GO:1904036)	2/25	0.02894541212790193	0.24037726898781892	0	0	8.139130434782608	28.831596306038232	TNFAIP3;NFE2L2
Interstrand Cross-Link Repair (GO:0036297)	2/25	0.02894541212790193	0.24037726898781892	0	0	8.139130434782608	28.831596306038232	ERCC6L2;FANCA
Macrophage Activation (GO:0042116)	2/25	0.02894541212790193	0.24037726898781892	0	0	8.139130434782608	28.831596306038232	MYO1C;IFNGR1
Organic Substance Transport (GO:0071702)	4/110	0.0302665572315423	0.24037726898781892	0	0	3.5548042316501256	12.433681055205724	CUBN;CYP27B1;CHMP1A;DISP1
Positive Regulation Of Kinase Activity (GO:0033674)	3/64	0.031002056622302064	0.24037726898781892	0	0	4.618993781797625	16.045006709362685	MUSK;ERBB3;ERBB2
Neurogenesis (GO:0022008)	2/26	0.03114120660526569	0.24037726898781892	0	0	7.7995238095238095	27.058290240290994	ERBB3;ERBB2
Positive Regulation Of Protein Tyrosine Kinase Activity (GO:0061098)	2/26	0.03114120660526569	0.24037726898781892	0	0	7.7995238095238095	27.058290240290994	ERBB3;EGF
Regulation Of Neuron Projection Development (GO:0010975)	4/111	0.03114531143101802	0.24037726898781892	0	0	3.521365674463832	12.215939944250401	MINAR1;MUSK;AVIL;ZNF365
5S Class rRNA Transcription By RNA Polymerase III (GO:0042791)	1/3	0.03168755614943728	0.24037726898781892	0	0	46.59375	160.83376117050025	GTF3C5
L-alanine Transport (GO:0015808)	1/3	0.03168755614943728	0.24037726898781892	0	0	46.59375	160.83376117050025	SLC36A1
Regulation Of Hydrogen Peroxide-Induced Cell Death (GO:1903205)	1/3	0.03168755614943728	0.24037726898781892	0	0	46.59375	160.83376117050025	NFE2L2
Negative Regulation Of Response To Reactive Oxygen Species (GO:1901032)	1/3	0.03168755614943728	0.24037726898781892	0	0	46.59375	160.83376117050025	NFE2L2
Regulation Of Nucleotide-Binding Oligomerization Domain Containing 2 Signaling Pathway (GO:0070432)	1/3	0.03168755614943728	0.24037726898781892	0	0	46.59375	160.83376117050025	ZNRF4
Nucleotide-Excision Repair, DNA Gap Filling (GO:0006297)	1/3	0.03168755614943728	0.24037726898781892	0	0	46.59375	160.83376117050025	POLE
Cellular Response To Interleukin-2 (GO:0071352)	1/3	0.03168755614943728	0.24037726898781892	0	0	46.59375	160.83376117050025	IL2RA
Regulation Of Toll-Like Receptor 3 Signaling Pathway (GO:0034139)	1/3	0.03168755614943728	0.24037726898781892	0	0	46.59375	160.83376117050025	TNFAIP3
Positive Regulation Of ER-associated Ubiquitin-Dependent Protein Catabolic Process (GO:1903071)	1/3	0.03168755614943728	0.24037726898781892	0	0	46.59375	160.83376117050025	NFE2L2
Response To Bile Acid (GO:1903412)	1/3	0.03168755614943728	0.24037726898781892	0	0	46.59375	160.83376117050025	CYP27B1
Positive Regulation Of Cardiac Muscle Cell Differentiation (GO:2000727)	1/3	0.03168755614943728	0.24037726898781892	0	0	46.59375	160.83376117050025	MYOCD
Positive Regulation Of Interleukin-23 Production (GO:0032747)	1/3	0.03168755614943728	0.24037726898781892	0	0	46.59375	160.83376117050025	IL17RA
Synaptic Vesicle Docking (GO:0016081)	1/3	0.03168755614943728	0.24037726898781892	0	0	46.59375	160.83376117050025	UNC13C
Positive Regulation Of Lymphocyte Apoptotic Process (GO:0070230)	1/3	0.03168755614943728	0.24037726898781892	0	0	46.59375	160.83376117050025	PDCD1
Heterocycle Catabolic Process (GO:0046700)	1/3	0.03168755614943728	0.24037726898781892	0	0	46.59375	160.83376117050025	PRODH
Interleukin-2-Mediated Signaling Pathway (GO:0038110)	1/3	0.03168755614943728	0.24037726898781892	0	0	46.59375	160.83376117050025	IL2RA
Proline Metabolic Process (GO:0006560)	1/3	0.03168755614943728	0.24037726898781892	0	0	46.59375	160.83376117050025	PRODH
Pyrimidine Ribonucleotide Biosynthetic Process (GO:0009220)	1/3	0.03168755614943728	0.24037726898781892	0	0	46.59375	160.83376117050025	DHODH
DNA Metabolic Process (GO:0006259)	5/165	0.03209870150866905	0.24037726898781892	0	0	2.951126453488372	10.14874592389027	LONP1;FANCA;TOPBP1;POLE;ZNF365
Regulation Of Translation (GO:0006417)	4/113	0.032947614910703166	0.24037726898781892	0	0	3.456329214615262	11.795886173934957	EPRS1;TCOF1;ERBB2;PASK
Regulation Of TORC1 Signaling (GO:1903432)	2/27	0.033400691941053814	0.24037726898781892	0	0	7.487085714285715	25.449942003680057	LARS1;KLHL22
Regulation Of Canonical Wnt Signaling Pathway (GO:0060828)	4/114	0.03387121619247772	0.24037726898781892	0	0	3.424697845507094	11.593251889812505	EGF;LRRK1;GSKIP;GLI1
Negative Regulation Of Cytokine Production (GO:0001818)	4/115	0.0348098136556928	0.24037726898781892	0	0	3.3936364109774515	11.395342148073766	GBP7;KLHL22;TNFAIP3;CD33
Regulation Of Endothelial Cell Apoptotic Process (GO:2000351)	2/28	0.035722274627746374	0.24037726898781892	0	0	7.198681318681318	23.985868267518924	TNFAIP3;NFE2L2
Regulation Of Mitochondrion Organization (GO:0010821)	2/28	0.035722274627746374	0.24037726898781892	0	0	7.198681318681318	23.985868267518924	STAT2;CSNK2A2
Oligosaccharide Metabolic Process (GO:0009311)	2/28	0.035722274627746374	0.24037726898781892	0	0	7.198681318681318	23.985868267518924	NEU4;ST8SIA1
tRNA Aminoacylation For Protein Translation (GO:0006418)	2/28	0.035722274627746374	0.24037726898781892	0	0	7.198681318681318	23.985868267518924	EPRS1;LARS1
Positive Regulation Of Gene Expression (GO:0010628)	7/289	0.03575324776426354	0.24037726898781892	0	0	2.353921568627451	7.8411814862400355	CYP27B1;MUSK;IFNGR1;EGF;ERBB2;PASK;NFE2L2
Cellular Response To Oxidative Stress (GO:0034599)	3/68	0.036167511488179205	0.24037726898781892	0	0	4.33368700265252	14.386081527126318	ERCC6L2;LONP1;NFE2L2
Negative Regulation Of Immune System Process (GO:0002683)	2/29	0.03810438760049501	0.24037726898781892	0	0	6.931640211640212	22.648620364399914	TNFAIP3;PDCD1
Positive Regulation Of Innate Immune Response (GO:0045089)	2/29	0.03810438760049501	0.24037726898781892	0	0	6.931640211640212	22.648620364399914	MYO1C;NLRC5
Negative Regulation Of Neuron Projection Development (GO:0010977)	2/30	0.04054548982075642	0.24037726898781892	0	0	6.683673469387755	21.423383958991007	MINAR1;ZNF365
Negative Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903321)	2/30	0.04054548982075642	0.24037726898781892	0	0	6.683673469387755	21.423383958991007	MINAR1;TNFAIP3
Negative Regulation Of Response To Biotic Stimulus (GO:0002832)	2/30	0.04054548982075642	0.24037726898781892	0	0	6.683673469387755	21.423383958991007	MYO1C;TNFAIP3
Protein Monoubiquitination (GO:0006513)	2/30	0.04054548982075642	0.24037726898781892	0	0	6.683673469387755	21.423383958991007	FANCA;KLHL22
Negative Regulation Of Cell Projection Organization (GO:0031345)	2/30	0.04054548982075642	0.24037726898781892	0	0	6.683673469387755	21.423383958991007	MINAR1;ZNF365
Negative Regulation Of Heterochromatin Formation (GO:0031452)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	TET1
Negative Regulation Of Leukocyte Proliferation (GO:0070664)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	TNFAIP3
L-methionine Salvage (GO:0071267)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	BHMT
NADPH Regeneration (GO:0006740)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	NNT
PERK-mediated Unfolded Protein Response (GO:0036499)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	NFE2L2
Negative Regulation Of Toll-Like Receptor 2 Signaling Pathway (GO:0034136)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	TNFAIP3
Regulation Of Organ Growth (GO:0046620)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	WWC2
Oligosaccharide Catabolic Process (GO:0009313)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	NEU4
Regulation Of Protein Localization To Early Endosome (GO:1902965)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	EGF
Regulation Of Respiratory Gaseous Exchange (GO:0043576)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	PASK
Regulation Of Smooth Muscle Cell Differentiation (GO:0051150)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	MYOCD
Positive Regulation Of T Cell Apoptotic Process (GO:0070234)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	PDCD1
Choline Metabolic Process (GO:0019695)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	DMGDH
Cobalamin Metabolic Process (GO:0009235)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	CUBN
Cobalamin Transport (GO:0015889)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	CUBN
Coronary Vasculature Development (GO:0060976)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	MYOCD
Positive Regulation Of Cell Migration By Vascular Endothelial Growth Factor Signaling Pathway (GO:0038089)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	MYO1C
Serine Family Amino Acid Catabolic Process (GO:0009071)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	SDS
Ganglioside Catabolic Process (GO:0006689)	1/4	0.04202662880494237	0.24037726898781892	0	0	31.060606060606062	98.44509510605089	NEU4
