Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
RHO GTPase Cycle	9/244	0.0012551163670554127	0.0416698633862397	0	0	3.6857142857142855	24.622513755563414	SYDE2;TIAM2;NET1;FARP2;GOLGA3;ANKLE2;PLEKHG1;ARHGEF25;ESYT1
Downregulation of ERBB2 ERBB3 Signaling	2/6	0.001652618564151972	0.048412002643981294	0	0	46.854285714285716	300.12017185515515	ERBB3;ERBB2
Glycosphingolipid Transport	2/6	0.001652618564151972	0.048412002643981294	0	0	46.854285714285716	300.12017185515515	ESYT2;ESYT1
NFE2L2 Regulating Tumorigenic Genes	2/7	0.0022974429298174034	0.06356258772494816	0	0	37.481142857142856	227.73387018796188	EGF;NFE2L2
Potential Therapeutics for SARS	4/60	0.00384443124216052	0.09783255589151846	0	0	6.749380677126342	37.53418072179968	IFNGR1;STAT2;PDCD1;NFE2L2
Signaling by ERBB2	3/30	0.003929018308896324	0.09783255589151846	0	0	10.457215836526181	57.92634249729697	ERBB3;EGF;ERBB2
GRB2 Events in ERBB2 Signaling	2/10	0.004820421659777782	0.10911681757133343	0	0	23.42142857142857	124.95083579349352	EGF;ERBB2
Vitamin D (Calciferol) Metabolism	2/10	0.004820421659777782	0.10911681757133343	0	0	23.42142857142857	124.95083579349352	CUBN;CYP27B1
Signaling by Rho GTPases	10/359	0.005283730599451999	0.11440425384900414	0	0	2.754491017964072	14.442134873060423	SYDE2;TIAM2;NET1;FARP2;GOLGA3;ANKLE2;PLEKHG1;TUBAL3;ARHGEF25;ESYT1
Metabolism	23/1221	0.005537626882734376	0.11490575781673831	0	0	1.895556446892006	9.849669995169313	DMGDH;IPPK;CUBN;SDS;OSBPL3;CSNK2A2;OMD;ACAD9;ACSF3;DHODH;TIAM2;HELZ2;CYP27B1;NEU4;BHMT;EPRS1;NNT;LARS1;B4GALNT1;UGT3A1;D2HGDH;PRODH;COX10
Signaling by Rho GTPases, Miro GTPases and RHOBTB3	10/368	0.006258309464536663	0.11885498204369205	0	0	2.6837386679155655	13.616874515128922	SYDE2;TIAM2;NET1;FARP2;GOLGA3;ANKLE2;PLEKHG1;TUBAL3;ARHGEF25;ESYT1
L1CAM Interactions	4/69	0.006329484598243211	0.11885498204369205	0	0	5.811649622054246	29.421688152163647	TUBAL3;SCN9A;CSNK2A2;SPTB
Sensory Perception	8/257	0.006443944809597762	0.11885498204369205	0	0	3.071029680853592	15.49216048428975	OR7G1;OR10A7;OR6C70;MYO1C;SCN9A;OR6C68;TAS1R2;CNGB1
Signaling by ERBB2 ECD Mutants	2/12	0.006971515881637711	0.12399338960912785	0	0	18.73485714285714	93.03585032958127	EGF;ERBB2
Signaling by Non-Receptor Tyrosine Kinases	3/39	0.008246009090997077	0.1368837509105515	0	0	7.83860153256705	37.609813504017154	ERBB3;EGF;ERBB2
Signaling by PTK6	3/39	0.008246009090997077	0.1368837509105515	0	0	7.83860153256705	37.609813504017154	ERBB3;EGF;ERBB2
Immune System	22/1214	0.010235594201130288	0.1644298681342866	0	0	1.8112253734574584	8.298824569457588	GBP6;GBP7;TMEM63A;PTPRN2;TUBAL3;IFNGR1;STAT2;FANCA;NLRC5;KLHL22;TNFAIP3;TNFRSF11A;PJA2;IL17RA;MYO1C;OAS1;GNLY;IL2RA;TNFRSF8;PDCD1;CD33;GBP4
Olfactory Signaling Pathway	5/136	0.015369286735004827	0.23918452481351263	0	0	3.6108645481981183	15.076746525862045	OR7G1;OR10A7;OR6C70;OR6C68;CNGB1
Metabolism of Steroids	4/92	0.016951372707337584	0.255811624492549	0	0	4.286652653704677	17.478425233785067	HELZ2;CUBN;CYP27B1;OSBPL3
Cytosolic tRNA Aminoacylation	2/20	0.01897947337465255	0.27640838056721856	0	0	10.403174603174604	41.24231660620099	EPRS1;LARS1
Vitamins	1/2	0.021237541472873295	0.27640838056721856	0	0	93.19318181818181	358.97872347789695	CYP27B1
Metabolism of Amino Acids and Derivatives	6/202	0.021446139746784346	0.27640838056721856	0	0	2.901360544217687	11.147638280902493	DMGDH;BHMT;SDS;EPRS1;LARS1;PRODH
Constitutive Signaling by Aberrant PI3K in Cancer	3/56	0.021932448754678306	0.27640838056721856	0	0	5.318802862719584	20.316699670989077	ERBB3;EGF;ERBB2
Negative Regulators of DDX58 IFIH1 Signaling	2/22	0.022756513259550123	0.27640838056721856	0	0	9.361714285714285	35.4144652708887	NLRC5;TNFAIP3
Sensory Perception of Sweet, Bitter, and Umami (Glutamate) Taste	2/22	0.022756513259550123	0.27640838056721856	0	0	9.361714285714285	35.4144652708887	SCN9A;TAS1R2
Sialic Acid Metabolism	2/22	0.022756513259550123	0.27640838056721856	0	0	9.361714285714285	35.4144652708887	NEU4;ST8SIA1
Interaction Between L1 and Ankyrins	2/22	0.022756513259550123	0.27640838056721856	0	0	9.361714285714285	35.4144652708887	SCN9A;SPTB
RAF MAP Kinase Cascade	5/152	0.02361718207942628	0.2800323017989116	0	0	3.2146812213257396	12.041491125083827	ERBB3;EGF;IL2RA;ERBB2;SPTB
Organelle Biogenesis and Maintenance	5/154	0.024814941504322403	0.28739164811982687	0	0	3.1711409395973154	11.721517832951399	HELZ2;BBS2;DYNC2I1;TUBAL3;CNGB1
MAPK1 MAPK3 Signaling	5/155	0.02542820998907897	0.2878011039673029	0	0	3.149806201550388	11.565761081271157	ERBB3;EGF;IL2RA;ERBB2;SPTB
Cellular Response to Chemical Stress	4/106	0.026900112820447065	0.2918165716955228	0	0	3.6951150402357475	13.360149572101156	HELZ2;EGF;CSNK2A2;NFE2L2
Disease	18/1030	0.026979465743753456	0.2918165716955228	0	0	1.7217167574017451	6.220010369985146	CUBN;TUBAL3;IFNGR1;EGF;STAT2;CSNK2A2;OMD;POMT1;IL17RA;CYP27B1;MYO1C;ERBB3;CHMP1A;ERBB2;THSD7A;TOPBP1;PDCD1;NFE2L2
B-WICH Complex Positively Regulates rRNA Expression	2/26	0.03114120660526569	0.2918165716955228	0	0	7.7995238095238095	27.058290240290994	MYO1C;TAF1B
Cilium Assembly	4/111	0.03114531143101802	0.2918165716955228	0	0	3.521365674463832	12.215939944250401	BBS2;DYNC2I1;TUBAL3;CNGB1
Diseases of Metabolism	5/164	0.03138706283238973	0.2918165716955228	0	0	2.9698698259470526	10.27978708435339	CUBN;CYP27B1;OMD;POMT1;THSD7A
NFE2L2 Regulates Pentose Phosphate Pathway Genes	1/3	0.03168755614943728	0.2918165716955228	0	0	46.59375	160.83376117050025	NFE2L2
NFE2L2 Regulating ER-stress Associated Genes	1/3	0.03168755614943728	0.2918165716955228	0	0	46.59375	160.83376117050025	NFE2L2
NFE2L2 Regulating MDR Associated Enzymes	1/3	0.03168755614943728	0.2918165716955228	0	0	46.59375	160.83376117050025	NFE2L2
NFE2L2 Regulating Inflammation Associated Genes	1/3	0.03168755614943728	0.2918165716955228	0	0	46.59375	160.83376117050025	NFE2L2
Threonine Catabolism	1/3	0.03168755614943728	0.2918165716955228	0	0	46.59375	160.83376117050025	SDS
KEAP1-NFE2L2 Pathway	3/65	0.032254292708787706	0.2918165716955228	0	0	4.544215795328142	15.605310263743542	EGF;CSNK2A2;NFE2L2
Sensory Perception of Taste	2/27	0.033400691941053814	0.2918165716955228	0	0	7.487085714285715	25.449942003680057	SCN9A;TAS1R2
Heme Signaling	2/27	0.033400691941053814	0.2918165716955228	0	0	7.487085714285715	25.449942003680057	HELZ2;NFE2L2
Cytoprotection by HMOX1	2/28	0.035722274627746374	0.3067188407692706	0	0	7.198681318681318	23.985868267518924	HELZ2;NFE2L2
PI3K AKT Signaling in Cancer	3/70	0.038905829807890556	0.3109148624554587	0	0	4.203808543489449	13.648131786697313	ERBB3;EGF;ERBB2
Cargo Trafficking to the Periciliary Membrane	2/30	0.04054548982075642	0.3109148624554587	0	0	6.683673469387755	21.423383958991007	BBS2;CNGB1
DNA Replication Initiation	1/4	0.04202662880494237	0.3109148624554587	0	0	31.060606060606062	98.44509510605089	POLE
Regulation of HMOX1 Expression and Activity	1/4	0.04202662880494237	0.3109148624554587	0	0	31.060606060606062	98.44509510605089	NFE2L2
Regulation of NFE2L2 Gene Expression	1/4	0.04202662880494237	0.3109148624554587	0	0	31.060606060606062	98.44509510605089	NFE2L2
HDL Clearance	1/4	0.04202662880494237	0.3109148624554587	0	0	31.060606060606062	98.44509510605089	CUBN
LDL Remodeling	1/4	0.04202662880494237	0.3109148624554587	0	0	31.060606060606062	98.44509510605089	APOF
Uptake of Dietary Cobalamins Into Enterocytes	1/4	0.04202662880494237	0.3109148624554587	0	0	31.060606060606062	98.44509510605089	CUBN
WNT Mediated Activation of DVL	1/4	0.04202662880494237	0.3109148624554587	0	0	31.060606060606062	98.44509510605089	CSNK2A2
MAPK Family Signaling Cascades	5/180	0.043993315639031534	0.3109148624554587	0	0	2.6956810631229238	8.420546310504395	ERBB3;EGF;IL2RA;ERBB2;SPTB
Metabolism of Lipids	9/435	0.04410244676398624	0.3109148624554587	0	0	2.0091800804828974	6.271133266336041	TIAM2;HELZ2;CUBN;CYP27B1;NEU4;OSBPL3;CSNK2A2;B4GALNT1;ACSF3
NRAGE Signals Death Through JNK	2/32	0.04559862590552926	0.3109148624554587	0	0	6.237333333333333	19.260122486050772	TIAM2;NET1
RHOB GTPase Cycle	2/32	0.04559862590552926	0.3109148624554587	0	0	6.237333333333333	19.260122486050772	NET1;ARHGEF25
Translocation of SLC2A4 (GLUT4) to the Plasma Membrane	2/32	0.04559862590552926	0.3109148624554587	0	0	6.237333333333333	19.260122486050772	MYO1C;TUBAL3
PI5P, PP2A and IER3 Regulate PI3K AKT Signaling	3/75	0.04619839527897322	0.3109148624554587	0	0	3.9106800766283527	12.024599050025815	ERBB3;EGF;ERBB2
tRNA Aminoacylation	2/33	0.048207704612054626	0.3109148624554587	0	0	6.0357603686635946	18.301852436256084	EPRS1;LARS1
HDR Through Homologous Recombination (HRR)	2/33	0.048207704612054626	0.3109148624554587	0	0	6.0357603686635946	18.301852436256084	TOPBP1;POLE
Developmental Biology	14/807	0.05061057853963763	0.3109148624554587	0	0	1.6907139928360888	5.044405244824547	FARP2;MYOCD;TUBAL3;EGF;CSNK2A2;HOXC11;SPTB;HELZ2;EPRS1;LARS1;SCN9A;ERBB2;COL9A2;CDH15
Positive Epigenetic Regulation of rRNA Expression	2/34	0.050869861544032294	0.3109148624554587	0	0	5.846785714285715	17.414561454549812	MYO1C;TAF1B
Glycosphingolipid Metabolism	2/34	0.050869861544032294	0.3109148624554587	0	0	5.846785714285715	17.414561454549812	NEU4;B4GALNT1
Nucleotide Biosynthesis	1/5	0.0522559280408302	0.3109148624554587	0	0	23.29403409090909	68.75471619558719	DHODH
OAS Antiviral Response	1/5	0.0522559280408302	0.3109148624554587	0	0	23.29403409090909	68.75471619558719	OAS1
GLI Proteins Bind Promoters of Hh Responsive Genes to Promote Transcription	1/5	0.0522559280408302	0.3109148624554587	0	0	23.29403409090909	68.75471619558719	GLI1
Interleukin-2 Signaling	1/5	0.0522559280408302	0.3109148624554587	0	0	23.29403409090909	68.75471619558719	IL2RA
Maturation of hRSV A Proteins	1/5	0.0522559280408302	0.3109148624554587	0	0	23.29403409090909	68.75471619558719	CSNK2A2
Negative Regulation of the PI3K AKT Network	3/79	0.0524831433883486	0.3109148624554587	0	0	3.7039473684210527	10.916507919095286	ERBB3;EGF;ERBB2
Expression and Translocation of Olfactory Receptors	4/132	0.05306779780866263	0.3109148624554587	0	0	2.9398482658959537	8.631938318796053	OR7G1;OR10A7;OR6C70;OR6C68
Antiviral Mechanism by IFN-stimulated Genes	3/83	0.059157747318599053	0.32158356844266817	0	0	3.517887931034483	9.946995997357716	OAS1;TUBAL3;FANCA
PKR-mediated Signaling	2/37	0.05916075795139001	0.32158356844266817	0	0	5.34465306122449	15.111989584491747	TUBAL3;FANCA
Transcriptional and Post-Translational Regulation of MITF-M Expression and Activity	2/37	0.05916075795139001	0.32158356844266817	0	0	5.34465306122449	15.111989584491747	EPRS1;LARS1
Signaling by ERBB4	2/38	0.062021302101097214	0.32158356844266817	0	0	5.1958730158730155	14.445968166917842	ERBB3;EGF
Mitochondrial Unfolded Protein Response (UPRmt)	1/6	0.062376611470835945	0.32158356844266817	0	0	18.634090909090908	51.701494394184536	LONP1
RUNX1 and FOXP3 Control the Development of Regulatory T Lymphocytes (Tregs)	1/6	0.062376611470835945	0.32158356844266817	0	0	18.634090909090908	51.701494394184536	IL2RA
Defects in Cobalamin (B12) Metabolism	1/6	0.062376611470835945	0.32158356844266817	0	0	18.634090909090908	51.701494394184536	CUBN
Signaling by Overexpressed Wild-Type EGFR in Cancer	1/6	0.062376611470835945	0.32158356844266817	0	0	18.634090909090908	51.701494394184536	EGF
IFNG Signaling Activates MAPKs	1/6	0.062376611470835945	0.32158356844266817	0	0	18.634090909090908	51.701494394184536	IFNGR1
Synthesis of Pyrophosphates in the Cytosol	1/6	0.062376611470835945	0.32158356844266817	0	0	18.634090909090908	51.701494394184536	IPPK
Inhibition of Signaling by Overexpressed EGFR	1/6	0.062376611470835945	0.32158356844266817	0	0	18.634090909090908	51.701494394184536	EGF
Death Receptor Signaling	3/85	0.06263776333120243	0.32158356844266817	0	0	3.4316652649285113	9.50704061406666	TIAM2;NET1;TNFAIP3
Axon Guidance	7/330	0.06408454905635598	0.32334183088354335	0	0	2.049899836095429	5.6322063708365135	FARP2;TUBAL3;SCN9A;CSNK2A2;ERBB2;COL9A2;SPTB
Nuclear Envelope (NE) Reassembly	2/39	0.06492807849067135	0.32334183088354335	0	0	5.055135135135135	13.823141186775858	ANKLE2;TUBAL3
Semaphorin Interactions	2/39	0.06492807849067135	0.32334183088354335	0	0	5.055135135135135	13.823141186775858	FARP2;ERBB2
Signal Transduction	22/1469	0.06596324232415024	0.32524450175670117	0	0	1.4670263281093252	3.988342315313791	FARP2;ANKLE2;PLEKHG1;TUBAL3;ARHGEF25;EGF;CSNK2A2;TNFAIP3;TAAR2;GLI1;SPTB;SYDE2;TIAM2;NET1;GOLGA3;ERBB3;IL2RA;ERBB2;TAS1R2;RGS12;COL9A2;ESYT1
RHOG GTPase Cycle	2/40	0.06787978688969135	0.3314130771673166	0	0	4.921804511278196	13.239737698407106	ANKLE2;ESYT1
Cell Death Signalling via NRAGE, NRIF and NADE	2/41	0.07087514924789429	0.3317410549075478	0	0	4.795311355311355	12.692399902708816	TIAM2;NET1
Activation of the Phototransduction Cascade	1/7	0.07238982509782181	0.3317410549075478	0	0	15.527462121212121	40.77029466928989	CNGB1
Condensation of Prometaphase Chromosomes	1/7	0.07238982509782181	0.3317410549075478	0	0	15.527462121212121	40.77029466928989	CSNK2A2
EGFR Interacts With Phospholipase C-gamma	1/7	0.07238982509782181	0.3317410549075478	0	0	15.527462121212121	40.77029466928989	EGF
Synthesis of Substrates in N-glycan Biosythesis	2/42	0.0739129094179172	0.3317410549075478	0	0	4.675142857142857	12.17812898904593	NEU4;ST8SIA1
Epigenetic Regulation of Gene Expression	4/149	0.07562091192055509	0.3317410549075478	0	0	2.5924656169025315	6.693804349398315	MYO1C;TAF1B;ZNF778;TET1
NCAM Signaling for Neurite Out-Growth	2/43	0.07699183283408831	0.3317410549075478	0	0	4.560836236933798	11.694239198356255	COL9A2;SPTB
Gene Expression (Transcription)	14/863	0.07841471946799596	0.3317410549075478	0	0	1.5735293054983488	4.005802191821997	GTF3C5;CSNK2A2;TNFRSF10C;TET1;MYO1C;TAF1B;IL2RA;ERBB2;ZNF74;ZNF778;DROSHA;ZNF613;TOPBP1;ZNF169
Plasma Lipoprotein Assembly, Remodeling, and Clearance	2/44	0.08011070617408464	0.3317410549075478	0	0	4.451972789115646	11.238318695003361	CUBN;APOF
RAC2 GTPase Cycle	2/44	0.08011070617408464	0.3317410549075478	0	0	4.451972789115646	11.238318695003361	ANKLE2;ESYT1
ATF6 (ATF6-alpha) Activates Chaperone Genes	1/8	0.08229670322024062	0.3317410549075478	0	0	13.308441558441558	33.23682441396952	ATF6
ATF6 (ATF6-alpha) Activates Chaperones	1/8	0.08229670322024062	0.3317410549075478	0	0	13.308441558441558	33.23682441396952	ATF6
Post-chaperonin Tubulin Folding Pathway	1/8	0.08229670322024062	0.3317410549075478	0	0	13.308441558441558	33.23682441396952	TUBAL3
Constitutive Signaling by Overexpressed ERBB2	1/8	0.08229670322024062	0.3317410549075478	0	0	13.308441558441558	33.23682441396952	ERBB2
Defective B4GALT1 Causes B4GALT1-CDG (CDG-2d)	1/8	0.08229670322024062	0.3317410549075478	0	0	13.308441558441558	33.23682441396952	OMD
Defective CHST6 Causes MCDC1	1/8	0.08229670322024062	0.3317410549075478	0	0	13.308441558441558	33.23682441396952	OMD
Defective ST3GAL3 Causes MCT12 and EIEE15	1/8	0.08229670322024062	0.3317410549075478	0	0	13.308441558441558	33.23682441396952	OMD
Receptor Mediated Mitophagy	1/8	0.08229670322024062	0.3317410549075478	0	0	13.308441558441558	33.23682441396952	CSNK2A2
Respiratory Syncytial Virus (RSV) Genome Replication, Transcription and Translation	1/8	0.08229670322024062	0.3317410549075478	0	0	13.308441558441558	33.23682441396952	CSNK2A2
TFAP2 (AP-2) Family Regulates Transcription of Growth Factors and Their Receptors	1/8	0.08229670322024062	0.3317410549075478	0	0	13.308441558441558	33.23682441396952	ERBB2
Nervous System Development	7/351	0.08273463059135897	0.3317410549075478	0	0	1.9222469220246239	4.790464261428969	FARP2;TUBAL3;SCN9A;CSNK2A2;ERBB2;COL9A2;SPTB
Regulation of TP53 Activity Through Phosphorylation	2/45	0.0832683370751877	0.3317410549075478	0	0	4.3481727574750835	10.808196102234904	CSNK2A2;TOPBP1
G Alpha (12 13) Signalling Events	2/45	0.0832683370751877	0.3317410549075478	0	0	4.3481727574750835	10.808196102234904	TIAM2;NET1
Collagen Degradation	2/46	0.08646355381560349	0.33904606141866567	0	0	4.249090909090909	10.401911778371229	MMP15;COL9A2
Selective Autophagy	2/46	0.08646355381560349	0.33904606141866567	0	0	4.249090909090909	10.401911778371229	TUBAL3;CSNK2A2
PIP3 Activates AKT Signaling	4/157	0.08766350453065404	0.3410658223145759	0	0	2.4557028977294193	5.977793811534677	ERBB3;EGF;CSNK2A2;ERBB2
DDX58 IFIH1-mediated Induction of Interferon-Alpha Beta	2/47	0.08969520502013556	0.3445494704305603	0	0	4.154412698412698	10.017693070626924	NLRC5;TNFAIP3
Heme Biosynthesis	1/9	0.09209836834258726	0.3445494704305603	0	0	11.644176136363637	27.770172985082045	COX10
TP53 Regulates Transcription of Death Receptors and Ligands	1/9	0.09209836834258726	0.3445494704305603	0	0	11.644176136363637	27.770172985082045	TNFRSF10C
Microtubule-dependent Trafficking of Connexons From Golgi to the Plasma Membrane	1/9	0.09209836834258726	0.3445494704305603	0	0	11.644176136363637	27.770172985082045	TUBAL3
Chaperonin-mediated Protein Folding	2/50	0.09959755063913275	0.3445494704305603	0	0	3.894047619047619	8.98207918871354	TUBAL3;CSNK2A2
Protein Folding	2/50	0.09959755063913275	0.3445494704305603	0	0	3.894047619047619	8.98207918871354	TUBAL3;CSNK2A2
TNFR2 Non-Canonical NF-kB Pathway	2/50	0.09959755063913275	0.3445494704305603	0	0	3.894047619047619	8.98207918871354	TNFRSF8;TNFRSF11A
PCNA-Dependent Long Patch Base Excision Repair	1/10	0.10179593133678998	0.3445494704305603	0	0	10.349747474747474	23.646949262930388	POLE
RORA Activates Gene Expression	1/10	0.10179593133678998	0.3445494704305603	0	0	10.349747474747474	23.646949262930388	HELZ2
Defects in Vitamin and Cofactor Metabolism	1/10	0.10179593133678998	0.3445494704305603	0	0	10.349747474747474	23.646949262930388	CUBN
Regulation of NF-kappa B Signaling	1/10	0.10179593133678998	0.3445494704305603	0	0	10.349747474747474	23.646949262930388	NLRC5
SEMA3A-Plexin Repulsion Signaling by Inhibiting Integrin Adhesion	1/10	0.10179593133678998	0.3445494704305603	0	0	10.349747474747474	23.646949262930388	FARP2
SHC1 Events in EGFR Signaling	1/10	0.10179593133678998	0.3445494704305603	0	0	10.349747474747474	23.646949262930388	EGF
Sema4D Induced Cell Migration and Growth-Cone Collapse	1/10	0.10179593133678998	0.3445494704305603	0	0	10.349747474747474	23.646949262930388	ERBB2
Signal Transduction by L1	1/10	0.10179593133678998	0.3445494704305603	0	0	10.349747474747474	23.646949262930388	CSNK2A2
GRB2 Events in EGFR Signaling	1/10	0.10179593133678998	0.3445494704305603	0	0	10.349747474747474	23.646949262930388	EGF
Initiation of Nuclear Envelope (NE) Reformation	1/10	0.10179593133678998	0.3445494704305603	0	0	10.349747474747474	23.646949262930388	ANKLE2
Transport of Connexons to the Plasma Membrane	1/10	0.10179593133678998	0.3445494704305603	0	0	10.349747474747474	23.646949262930388	TUBAL3
Diseases of Glycosylation	3/105	0.10228374959191557	0.3445494704305603	0	0	2.7554090601757943	6.282344971569025	OMD;POMT1;THSD7A
P75 NTR Receptor-Mediated Signalling	2/52	0.10636106697852801	0.3445494704305603	0	0	3.7378285714285715	8.376158658202714	TIAM2;NET1
Biosynthesis of the N-glycan Precursor (Dolichol LLO) and Transfer to a Nascent Protein	2/52	0.10636106697852801	0.3445494704305603	0	0	3.7378285714285715	8.376158658202714	NEU4;ST8SIA1
ECM Proteoglycans	2/52	0.10636106697852801	0.3445494704305603	0	0	3.7378285714285715	8.376158658202714	MUSK;COL9A2
Viral Infection Pathways	8/447	0.10663215221256404	0.3445494704305603	0	0	1.7213947783423866	3.853118769499864	TUBAL3;IFNGR1;STAT2;CSNK2A2;CHMP1A;PDCD1;NFE2L2;IL17RA
Nuclear Events Mediated by NFE2L2	2/53	0.1097882485465484	0.3445494704305603	0	0	3.6643137254901963	8.095208410775315	EGF;NFE2L2
Diseases Associated With O-glycosylation of Proteins	2/53	0.1097882485465484	0.3445494704305603	0	0	3.6643137254901963	8.095208410775315	POMT1;THSD7A
HCMV Infection	2/53	0.1097882485465484	0.3445494704305603	0	0	3.6643137254901963	8.095208410775315	TUBAL3;CHMP1A
Cobalamin (Cbl, Vitamin B12) Transport and Metabolism	1/11	0.11139049144441808	0.3445494704305603	0	0	9.314204545454546	20.44200868991772	CUBN
Constitutive Signaling by EGFRvIII	1/11	0.11139049144441808	0.3445494704305603	0	0	9.314204545454546	20.44200868991772	EGF
Regulation of IFNG Signaling	1/11	0.11139049144441808	0.3445494704305603	0	0	9.314204545454546	20.44200868991772	IFNGR1
Signaling by EGFRvIII in Cancer	1/11	0.11139049144441808	0.3445494704305603	0	0	9.314204545454546	20.44200868991772	EGF
Synthesis of Glycosylphosphatidylinositol (GPI)	1/11	0.11139049144441808	0.3445494704305603	0	0	9.314204545454546	20.44200868991772	PIGM
TNF Receptor Superfamily (TNFSF) Members Mediating Non-Canonical NF-kB Pathway	1/11	0.11139049144441808	0.3445494704305603	0	0	9.314204545454546	20.44200868991772	TNFRSF11A
Keratan Sulfate Degradation	1/11	0.11139049144441808	0.3445494704305603	0	0	9.314204545454546	20.44200868991772	OMD
COPI-mediated Anterograde Transport	2/55	0.11672837289712933	0.3583321543943578	0	0	3.5256064690026956	7.572670027807418	TUBAL3;SPTB
Activation of AMPK Downstream of NMDARs	1/12	0.12088313642219299	0.3583321543943578	0	0	8.46694214876033	17.89006466644295	TUBAL3
BBSome-mediated Cargo-Targeting to Cilium	1/12	0.12088313642219299	0.3583321543943578	0	0	8.46694214876033	17.89006466644295	BBS2
RHO GTPases Activate IQGAPs	1/12	0.12088313642219299	0.3583321543943578	0	0	8.46694214876033	17.89006466644295	TUBAL3
Resolution of AP Sites via the Multiple-Nucleotide Patch Replacement Pathway	1/12	0.12088313642219299	0.3583321543943578	0	0	8.46694214876033	17.89006466644295	POLE
Sema4D in Semaphorin Signaling	1/12	0.12088313642219299	0.3583321543943578	0	0	8.46694214876033	17.89006466644295	ERBB2
GAB1 Signalosome	1/12	0.12088313642219299	0.3583321543943578	0	0	8.46694214876033	17.89006466644295	EGF
HDR Through Homologous Recombination (HRR) or Single Strand Annealing (SSA)	2/57	0.12377627456614466	0.3625916749055296	0	0	3.396987012987013	7.097255600926026	TOPBP1;POLE
Interferon Alpha Beta Signaling	2/57	0.12377627456614466	0.3625916749055296	0	0	3.396987012987013	7.097255600926026	OAS1;STAT2
Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	1/13	0.13027494264650064	0.37501110657778797	0	0	7.760890151515151	15.817533224096312	EGF
Signaling by Ligand-Responsive EGFR Variants in Cancer	1/13	0.13027494264650064	0.37501110657778797	0	0	7.760890151515151	15.817533224096312	EGF
Interleukin Receptor SHC Signaling	1/13	0.13027494264650064	0.37501110657778797	0	0	7.760890151515151	15.817533224096312	IL2RA
Intracellular Signaling by Second Messengers	4/183	0.1325744438181673	0.37892768752888245	0	0	2.0956502082862403	4.234493760730608	ERBB3;EGF;CSNK2A2;ERBB2
M Phase	4/184	0.13446371904761287	0.37892768752888245	0	0	2.083879254977521	4.181222168718362	ANKLE2;TUBAL3;CSNK2A2;NCAPG2
Homology Directed Repair	2/60	0.13453357132944704	0.37892768752888245	0	0	3.220689655172414	6.460515070533914	TOPBP1;POLE
SARS-CoV Infections	5/253	0.134679117856651	0.37892768752888245	0	0	1.893637471867967	3.7964784661564597	IFNGR1;STAT2;PDCD1;NFE2L2;IL17RA
