Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Metabolism of Amino Acids and Derivatives	13/202	0.0015249959462834842	0.06669403671507187	0	0	2.783189337619717	18.05110789495052	DMGDH;SDS;SMOX;TXNRD1;MARS1;ADO;RPS14;BHMT;EPRS1;AUH;LARS1;IARS1;PRODH
PI3K Events in ERBB2 Signaling	3/10	0.0015604911947575313	0.06669403671507187	0	0	17.105820105820104	110.55071824017182	ERBB3;EGF;ERBB2
Vitamin D (Calciferol) Metabolism	3/10	0.0015604911947575313	0.06669403671507187	0	0	17.105820105820104	110.55071824017182	CUBN;CYP27B1;CYP24A1
GRB7 Events in ERBB2 Signaling	2/3	0.0017826879148771062	0.07073060006763589	0	0	79.66009852216749	504.21918752416525	ERBB3;ERBB2
RAC1 GTPase Cycle	8/91	0.0017988453730324488	0.07073060006763589	0	0	3.8768674698795182	24.504168381718852	SYDE2;TIAM2;ARHGAP9;FARP2;PLEKHG1;ARHGEF25;ESYT1;RAB7A
Signaling by Rho GTPases, Miro GTPases and RHOBTB3	19/368	0.002003392839986107	0.07574366006562858	0	0	2.214457760328813	13.758233663364253	ARHGAP9;FARP2;ANKLE2;PLEKHG1;TUBAL3;ARHGEF25;TMOD3;PRKCZ;TIAM2;NET1;SYDE2;GOLGA3;DAAM1;KIF5A;ABL1;ESYT1;CENPP;H3-3A;RAB7A
Regulation of IFNG Signaling	3/11	0.002106696304355319	0.07669935063634364	0	0	14.966666666666667	92.23409322297462	IFNGR1;PIAS1;JAK1
NOTCH4 Intracellular Domain Regulates Transcription	3/12	0.002757963275093055	0.09682421069344546	0	0	13.302880658436214	78.39737192305707	SMAD3;HEY1;NOTCH4
RNA Polymerase II Transcription	31/745	0.003108419926698526	0.1053647168256776	0	0	1.7802272102474943	10.278392354756948	CCNT2;MAX;NOTCH4;CAMK2A;U2AF1;HEY1;NPY;ERBB2;ABL1;DHX38;PIP4K2C;TOPBP1;PITX2;ZNF169;H3-3A;SMARCC2;SMAD3;ZFP1;TXNRD1;CSNK2A2;TNFRSF10C;TFDP1;CDK4;TBL1XR1;DDIT3;IL2RA;ZNF74;NABP2;ZNF778;ZNF613;SRSF5
SHC1 Events in ERBB2 Signaling	3/13	0.003520380461583066	0.11535113312453846	0	0	11.971851851851852	67.63122038408902	ERBB3;EGF;ERBB2
Vesicle-mediated Transport	19/390	0.003798779441773423	0.11791262938224682	0	0	2.0802458442755287	11.593367072527512	DENND1C;SYT1;DCTN2;TUBAL3;EGF;VPS4B;HP;RAB27A;HPR;SPTB;HSP90B1;TF;MYO1C;MAN2A1;KIF5A;RAB3GAP2;AMPH;RAB3GAP1;RAB7A
Epigenetic Regulation of Gene Expression	10/149	0.003838457924956153	0.11791262938224682	0	0	2.898123712085608	16.121348069894616	SMARCC2;MYO1C;TAF1B;TBL1XR1;TDG;C19ORF84;ABL1;TET1;ZNF778;H3-3A
Antiviral Mechanism by IFN-stimulated Genes	7/83	0.0043279147598624	0.1271942111496836	0	0	3.697073106706917	20.121946788230925	OAS1;TUBAL3;MX2;FANCA;HSPA2;EIF2S1;JAK1
Signaling by ERBB2 TMD JMD Mutants	3/14	0.0043993928576696265	0.1271942111496836	0	0	10.882828282828283	59.05336851030716	ERBB3;EGF;ERBB2
Metabolism of Proteins	43/1170	0.005429741282817322	0.15249816231455507	0	0	1.572692686365791	8.20295083885509	SEMA5B;ENPEP;DCTN2;TUBAL3;RPN1;POMT1;DCUN1D2;TNFAIP3;FSTL3;HSP90B1;RPS14;NEU4;OS9;MAN2A1;MGAT5;TDG;KIF5A;LONP1;ARSI;IARS1;THSD7A;H3-3A;GALNT9;MBD6;SMAD3;ST8SIA1;CSNK2A2;MARS1;RAB27A;KLHL22;SPTB;EIF2S1;MRPL21;SRP9;PIAS1;PIGB;TF;EPRS1;LARS1;PIGM;KIFC3;NFE2L2;RAB7A
Choline Catabolism	2/5	0.005750455731796051	0.15277562119879778	0	0	26.55008210180624	136.95796582335495	DMGDH;BHMT
Interleukin-2 Signaling	2/5	0.005750455731796051	0.15277562119879778	0	0	26.55008210180624	136.95796582335495	IL2RA;JAK1
Signaling by ERBB2	4/30	0.005967705816175851	0.15437512677107532	0	0	6.148514851485149	31.488959142837487	ERBB3;EGF;ERBB2;RNF41
MITF-M-regulated Melanocyte Development	7/89	0.006339398671618812	0.1597853562615716	0	0	3.425278267745271	17.33523521918301	SMARCC2;EPRS1;LARS1;MARS1;BCL2;RAB27A;IARS1
Signaling by ERBB2 KD Mutants	3/16	0.006525972845410803	0.16037578267597047	0	0	9.207407407407407	46.33135404121041	ERBB3;EGF;ERBB2
COPI-independent Golgi-to-ER Retrograde Traffic	4/31	0.006721086094458094	0.16114213733786115	0	0	5.92042537587092	29.61696060167974	DCTN2;TUBAL3;RAB3GAP2;RAB3GAP1
RAB GEFs Exchange GTP for GDP on RABs	5/49	0.006902779087544749	0.16155790102515447	0	0	4.547710354161967	22.62863898765586	DENND1C;RAB27A;RAB3GAP2;RAB3GAP1;RAB7A
Selenoamino Acid Metabolism	6/70	0.00745611029814485	0.16590836933320585	0	0	3.7565298507462686	18.402193201528103	RPS14;EPRS1;LARS1;TXNRD1;MARS1;IARS1
Metabolism of Steroids	7/92	0.007573339204256928	0.16590836933320585	0	0	3.3037699867977115	16.13270925778943	HELZ2;CUBN;CYP27B1;CYP24A1;TBL1XR1;SLC10A1;OSBPL3
RHO GTPase Cycle	13/244	0.007594991475070461	0.16590836933320585	0	0	2.271171023069757	11.083919326783956	ARHGAP9;FARP2;ANKLE2;PLEKHG1;ARHGEF25;TMOD3;TIAM2;NET1;SYDE2;GOLGA3;DAAM1;ESYT1;RAB7A
Signaling by ERBB2 in Cancer	3/17	0.007781518117968432	0.16628765891223846	0	0	8.549206349206349	41.51497876651277	ERBB3;EGF;ERBB2
Unfolded Protein Response (UPR)	5/51	0.00817133168377127	0.1668294224669113	0	0	4.349444384507498	20.908315819495648	CTDSP2;DDIT3;ATF6;EIF2S1;HSP90B1
tRNA Aminoacylation	4/33	0.008410819835270653	0.1668294224669113	0	0	5.511437350631615	26.334950159262625	EPRS1;LARS1;MARS1;IARS1
Glycosphingolipid Transport	2/6	0.008485728507981245	0.1668294224669113	0	0	19.911330049261085	94.96449075201593	ESYT2;ESYT1
IFNG Signaling Activates MAPKs	2/6	0.008485728507981245	0.1668294224669113	0	0	19.911330049261085	94.96449075201593	IFNGR1;JAK1
Glycosphingolipid Catabolism	3/18	0.009169676112449156	0.17343253452078905	0	0	7.978765432098766	37.43519703167717	NEU4;GM2A;ARSI
Generic Transcription Pathway	27/675	0.009276630076273195	0.17343253452078905	0	0	1.6977252843394575	7.945790538245748	CCNT2;MAX;NOTCH4;CAMK2A;HEY1;NPY;ERBB2;ABL1;PIP4K2C;TOPBP1;PITX2;ZNF169;H3-3A;SMARCC2;SMAD3;ZFP1;TXNRD1;CSNK2A2;TNFRSF10C;TFDP1;CDK4;TBL1XR1;DDIT3;IL2RA;ZNF74;ZNF778;ZNF613
Glycosphingolipid Metabolism	4/34	0.009350889450256175	0.17343253452078905	0	0	5.327392739273927	24.89109085500388	NEU4;GM2A;ARSI;B4GALNT1
Translation of Structural Proteins 9694635	4/35	0.010356759132324953	0.1885313745754709	0	0	5.155221973810284	23.55996199382715	MAN2A1;CSNK1A1;MGAT5;RPN1
Metabolism	43/1221	0.011079088939462113	0.19801353504529556	0	0	1.4995046166011583	6.751813179323453	IPPK;DMGDH;SLC44A4;ADO;HELZ2;NDST1;RPS14;CYP27B1;NEU4;CHST11;GM2A;AUH;IMPA2;NNT;ALOX5;ARSI;UGT3A1;D2HGDH;B4GALNT1;PIP4K2C;IARS1;PRODH;COX10;CUBN;SDS;SLC37A1;SMOX;SLC10A1;OSBPL3;TXNRD1;CSNK2A2;OMD;ACAD9;MARS1;ACSF3;DHODH;TIAM2;FA2H;BHMT;CYP24A1;EPRS1;TBL1XR1;LARS1
Metabolism of Lipids	19/435	0.01165885707039695	0.20465458036071787	0	0	1.849935732647815	8.235338781628549	CUBN;SLC44A4;SLC10A1;OSBPL3;TXNRD1;CSNK2A2;ACSF3;TIAM2;HELZ2;FA2H;CYP27B1;NEU4;CYP24A1;GM2A;TBL1XR1;ALOX5;ARSI;B4GALNT1;PIP4K2C
Miscellaneous Transport and Binding Events	3/20	0.01235425074449089	0.20544407764855335	0	0	7.03921568627451	30.928589718025744	LRRC8C;LRRC8D;LRRC8B
MHC Class II Antigen Presentation	6/78	0.012411409051956037	0.20544407764855335	0	0	3.3374792703150913	14.648660909479418	CD74;DCTN2;TUBAL3;KIF5A;HLA-DRA;RAB7A
PKR-mediated Signaling	4/37	0.012572352410058569	0.20544407764855335	0	0	4.842184218421842	21.190633521894082	TUBAL3;FANCA;HSPA2;EIF2S1
Transcriptional and Post-Translational Regulation of MITF-M Expression and Activity	4/37	0.012572352410058569	0.20544407764855335	0	0	4.842184218421842	21.190633521894082	EPRS1;LARS1;MARS1;IARS1
Interferon Alpha Beta Signaling	5/57	0.012928666309559826	0.20544407764855335	0	0	3.8461538461538463	16.724262455759686	OAS1;MX2;STAT2;GBP2;JAK1
Infectious Disease	23/565	0.012957815680783628	0.20544407764855335	0	0	1.7227680069008482	7.487246483511325	CCNT2;SMAD3;SYT1;TUBAL3;IFNGR1;CSNK1A1;STAT2;VPS4B;TXNRD1;CSNK2A2;RPN1;IL17RA;RPS14;MYO1C;TBL1XR1;MAN2A1;MGAT5;CHMP1A;ABL1;PDCD1;JAK1;NFE2L2;RAB7A
Nervous System Development	16/351	0.013675635165086547	0.21338332329015994	0	0	1.9295766067621078	8.282011942405612	FARP2;ROBO2;EGR2;TUBAL3;CSNK2A2;AGAP2;CRMP1;SPTB;ENAH;RPS14;DOK4;RPS6KA2;SCN9A;ERBB2;ABL1;COL9A2
Maturation of Spike Protein 9694548	3/21	0.014154762986474305	0.21740831274537878	0	0	6.647736625514403	28.304095517512156	MAN2A1;MGAT5;RPN1
Formation of the Cornified Envelope	5/59	0.014857981941985727	0.22109553761859282	0	0	3.7032441871151547	15.587762289392174	KRT81;KRT80;KRT7;KRT86;KRT83
Signaling by Non-Receptor Tyrosine Kinases	4/39	0.01506958394755414	0.22109553761859282	0	0	4.564922206506365	19.150199583398173	ERBB3;EGF;CDK4;ERBB2
Signaling by PTK6	4/39	0.01506958394755414	0.22109553761859282	0	0	4.564922206506365	19.150199583398173	ERBB3;EGF;CDK4;ERBB2
Cellular Response to Chemical Stress	7/106	0.01577005550766569	0.22346471022013	0	0	2.834101614650243	11.760508107558172	HELZ2;TBL1XR1;EGF;TXNRD1;CSNK2A2;BCL2;NFE2L2
Potential Therapeutics for SARS	5/60	0.015891156525356647	0.22346471022013	0	0	3.63568689375141	15.058987911209671	IFNGR1;STAT2;PDCD1;NFE2L2;JAK1
SMAD2 SMAD3 SMAD4 Heterotrimer Regulates Transcription	3/22	0.01609613120363723	0.22346471022013	0	0	6.297465886939571	26.003347103129066	CCNT2;SMAD3;TFDP1
Transport of Small Molecules	19/450	0.0161403809009453	0.22346471022013	0	0	1.7838529395976357	7.360946099023162	SLC36A1;CUBN;SLC36A2;SLC44A4;MLKL;CLCA3P;MCUB;CAMK2A;EIF2S1;TF;SLCO3A1;OS9;LRRC8C;APOF;LRRC8D;ESYT2;LRRC8B;ESYT1;ABCG1
Membrane Trafficking	16/359	0.016581638410181024	0.22638542440566595	0	0	1.8836199202713155	7.721823229376106	DENND1C;SYT1;DCTN2;TUBAL3;EGF;VPS4B;RAB27A;SPTB;TF;MYO1C;MAN2A1;KIF5A;RAB3GAP2;AMPH;RAB3GAP1;RAB7A
Axon Guidance	15/330	0.017033717930885116	0.22937184556246668	0	0	1.9213619289955168	7.824862682058581	FARP2;ROBO2;TUBAL3;CSNK2A2;AGAP2;CRMP1;SPTB;ENAH;RPS14;DOK4;RPS6KA2;SCN9A;ERBB2;ABL1;COL9A2
PERK Regulates Gene Expression	3/23	0.018179403652094247	0.24149126743254926	0	0	5.982222222222222	23.973552119236377	DDIT3;EIF2S1;ATF6
Sphingolipid Metabolism	5/63	0.019274601766614854	0.24759281975626812	0	0	3.4469923847009496	13.612059246625725	FA2H;NEU4;GM2A;ARSI;B4GALNT1
Late SARS-CoV-2 Infection Events	4/42	0.019366035964710024	0.24759281975626812	0	0	4.203751954142783	16.58058336375524	MAN2A1;CSNK1A1;MGAT5;RPN1
IL-6-type Cytokine Receptor Ligand Interactions	2/9	0.01939435108975854	0.24759281975626812	0	0	11.37579169598874	44.852169315309354	OSMR;JAK1
Diseases of Metabolism	9/164	0.02036513468449487	0.25665291531869816	0	0	2.3308755760368665	9.07626848640214	CUBN;CYP27B1;SEMA5B;CYP24A1;AUH;NOTCH4;OMD;POMT1;THSD7A
Signaling by NOTCH	7/113	0.021637694159419924	0.2675528366565182	0	0	2.645791182421305	10.142159983072611	SMAD3;TFDP1;HEY1;TBL1XR1;EGF;NOTCH4;H3-3A
KEAP1-NFE2L2 Pathway	5/65	0.0217743915895437	0.2675528366565182	0	0	3.3316790736145574	12.750404771859436	EGF;TXNRD1;CSNK2A2;BCL2;NFE2L2
SARS-CoV Infections	12/253	0.02314648429234009	0.2791348768488757	0	0	2.0031434678737585	7.543662777379339	RPS14;SMAD3;IFNGR1;CSNK1A1;MAN2A1;STAT2;MGAT5;RPN1;PDCD1;JAK1;NFE2L2;IL17RA
GRB2 Events in ERBB2 Signaling	2/10	0.023852827726658758	0.2791348768488757	0	0	9.95320197044335	37.18369452115023	EGF;ERBB2
RORA Activates Gene Expression	2/10	0.023852827726658758	0.2791348768488757	0	0	9.95320197044335	37.18369452115023	HELZ2;TBL1XR1
Response of EIF2AK1 (HRI) to Heme Deficiency	2/10	0.023852827726658758	0.2791348768488757	0	0	9.95320197044335	37.18369452115023	DDIT3;EIF2S1
G Alpha (12 13) Signalling Events	4/45	0.024348468617695976	0.27976555298549827	0	0	3.8954358850519197	14.472659661474129	TIAM2;NET1;ARHGEF37;ADRA1D
Rab Regulation of Trafficking	5/67	0.02447592833850748	0.27976555298549827	0	0	3.2238053309853516	11.960527845021764	DENND1C;RAB27A;RAB3GAP2;RAB3GAP1;RAB7A
B-WICH Complex Positively Regulates rRNA Expression	3/26	0.025285907371820397	0.2857016890402236	0	0	5.200966183574879	19.126595056342662	MYO1C;TAF1B;H3-3A
Interleukin-4 and Interleukin-13 Signaling	5/69	0.027384082205996075	0.2968174995891601	0	0	3.1226736972704714	11.234734742783838	CCL22;ALOX5;BCL2;HSP90B1;JAK1
L1CAM Interactions	5/69	0.027384082205996075	0.2968174995891601	0	0	3.1226736972704714	11.234734742783838	TUBAL3;RPS6KA2;SCN9A;CSNK2A2;SPTB
Heme Signaling	3/27	0.0279404679063834	0.2968174995891601	0	0	4.98395061728395	17.830976349955684	HELZ2;TBL1XR1;NFE2L2
Transcriptional Regulation of Granulopoiesis	3/27	0.0279404679063834	0.2968174995891601	0	0	4.98395061728395	17.830976349955684	TFDP1;CDK4;H3-3A
Signaling by TGF-beta Receptor Complex	4/47	0.028062109109061005	0.2968174995891601	0	0	3.7137923094635044	13.270624201366255	CCNT2;TFDP1;SMAD3;PRKCZ
Viral Infection Pathways	18/447	0.02857387329441971	0.2968174995891601	0	0	1.6937062937062937	6.02157047176583	CCNT2;SMAD3;TUBAL3;IFNGR1;CSNK1A1;STAT2;VPS4B;CSNK2A2;RPN1;IL17RA;RPS14;TBL1XR1;MAN2A1;MGAT5;CHMP1A;PDCD1;JAK1;NFE2L2
Signaling by Activin	2/11	0.0286853127781996	0.2968174995891601	0	0	8.846743295019158	31.418059063791002	SMAD3;FSTL3
Synthesis of Glycosylphosphatidylinositol (GPI)	2/11	0.0286853127781996	0.2968174995891601	0	0	8.846743295019158	31.418059063791002	PIGB;PIGM
Signaling by Interleukins	12/263	0.03003231058783103	0.3044094874128752	0	0	1.9221296631655198	6.737989892743637	CCL22;SMAD3;ALOX5;STAT2;IL2RA;RPS6KA2;BCL2;NLRC5;OSMR;JAK1;HSP90B1;IL17RA
Regulation of Endogenous Retroelements	4/48	0.030038372613478023	0.3044094874128752	0	0	3.6291629162916292	12.721230835497382	SMARCC2;C19ORF84;ZNF778;H3-3A
Cytoprotection by HMOX1	3/28	0.03073724926022837	0.3051991517454999	0	0	4.784296296296296	16.660259445067037	HELZ2;TBL1XR1;NFE2L2
Pre-NOTCH Transcription and Translation	3/28	0.03073724926022837	0.3051991517454999	0	0	4.784296296296296	16.660259445067037	TFDP1;NOTCH4;H3-3A
Signaling by GPCR	17/420	0.03140739735989734	0.30873471604779085	0	0	1.7012622720897617	5.887578469428609	CCL22;RAMP3;ARHGEF37;ARHGEF25;CAMK2A;LPAR1;TAAR2;ADRA1D;TSHR;TIAM2;NET1;UCN3;RPS6KA2;NPY;TAS1R2;RGS12;PDE7B
Post-translational Protein Modification	29/820	0.03214967168784764	0.31290225018964585	0	0	1.4878764731194274	5.114356718374457	SEMA5B;DCTN2;TUBAL3;RPN1;POMT1;DCUN1D2;TNFAIP3;FSTL3;HSP90B1;NEU4;OS9;MAN2A1;MGAT5;TDG;ARSI;THSD7A;GALNT9;MBD6;SMAD3;ST8SIA1;RAB27A;KLHL22;SPTB;PIAS1;PIGB;TF;PIGM;NFE2L2;RAB7A
Regulation of Endogenous Retroelements by Piwi-interacting RNAs (piRNAs)	3/29	0.0336754716250187	0.3170951454629182	0	0	4.6	15.598533537297863	SMARCC2;C19ORF84;H3-3A
Signaling by ERBB2 ECD Mutants	2/12	0.03387079376765657	0.3170951454629182	0	0	7.961576354679803	26.95154560592387	EGF;ERBB2
Signaling by NODAL	2/12	0.03387079376765657	0.3170951454629182	0	0	7.961576354679803	26.95154560592387	LEFTY1;SMAD3
Transcription of E2F Targets Under Negative Control by DREAM Complex	2/12	0.03387079376765657	0.3170951454629182	0	0	7.961576354679803	26.95154560592387	TFDP1;MAX
Translation	9/180	0.03431641787769801	0.3182362148469542	0	0	2.1106714153805566	7.117461321122152	RPS14;EPRS1;LARS1;RPN1;MARS1;IARS1;EIF2S1;MRPL21;SRP9
mRNA 3'-End Processing	3/30	0.03675411716676174	0.3254891637380792	0	0	4.429355281207133	14.632397441600654	DHX38;U2AF1;SRSF5
Collagen Chain Trimerization	3/30	0.03675411716676174	0.3254891637380792	0	0	4.429355281207133	14.632397441600654	COL24A1;COL25A1;COL9A2
HSP90 Chaperone Cycle for Steroid Hormone Receptors (SHR) in the Presence of Ligand	3/30	0.03675411716676174	0.3254891637380792	0	0	4.429355281207133	14.632397441600654	DCTN2;TUBAL3;HSPA2
Nuclear Events (Kinase and Transcription Factor Activation)	3/30	0.03675411716676174	0.3254891637380792	0	0	4.429355281207133	14.632397441600654	EGR2;TF;RPS6KA2
Transcriptional Activity of SMAD2 SMAD3 SMAD4 Heterotrimer	3/30	0.03675411716676174	0.3254891637380792	0	0	4.429355281207133	14.632397441600654	CCNT2;TFDP1;SMAD3
Cell Cycle, Mitotic	12/274	0.03919329665906254	0.32813091046604576	0	0	1.8401572981725653	5.960728700777837	ANKLE2;TFDP1;DCTN2;TUBAL3;MAX;CDK4;CSNK2A2;NCAPG2;ABL1;CENPP;POLE;H3-3A
Golgi-to-ER Retrograde Transport	5/76	0.039246442086867867	0.32813091046604576	0	0	2.813581239296823	9.110079181562918	DCTN2;TUBAL3;KIF5A;RAB3GAP2;RAB3GAP1
Aberrant Regulation of Mitotic G1 S Transition in Cancer Due to RB1 Defects	2/13	0.03938906148015605	0.32813091046604576	0	0	7.237348858038513	23.407519509989637	TFDP1;CDK4
Defective Binding of RB1 Mutants to E2F1,(E2F2, E2F3)	2/13	0.03938906148015605	0.32813091046604576	0	0	7.237348858038513	23.407519509989637	TFDP1;CDK4
Insulin Processing	2/13	0.03938906148015605	0.32813091046604576	0	0	7.237348858038513	23.407519509989637	KIF5A;RAB27A
Interleukin Receptor SHC Signaling	2/13	0.03938906148015605	0.32813091046604576	0	0	7.237348858038513	23.407519509989637	IL2RA;JAK1
Interleukin-6 Family Signaling	2/13	0.03938906148015605	0.32813091046604576	0	0	7.237348858038513	23.407519509989637	OSMR;JAK1
Diseases Associated With O-glycosylation of Proteins	4/53	0.04112890483299503	0.3343821605301738	0	0	3.257829864619115	10.395878846672572	SEMA5B;NOTCH4;POMT1;THSD7A
Nuclear Events Mediated by NFE2L2	4/53	0.04112890483299503	0.3343821605301738	0	0	3.257829864619115	10.395878846672572	EGF;TXNRD1;BCL2;NFE2L2
CDC42 GTPase Cycle	5/77	0.04115996075702037	0.3343821605301738	0	0	2.7743314033636612	8.85091985029202	ARHGAP9;PLEKHG1;DAAM1;ARHGEF25;RAB7A
